date,actual_revenue,forecast_revenue,store,type
2012-05-04,491755.69,431907.56,38,backtest
2012-05-11,429914.6,414747.38,38,backtest
2012-05-18,412314.71,415141.38,38,backtest
2012-05-25,422810.12,389355.06,38,backtest
2012-06-01,435579.7,411061.94,38,backtest
2012-06-08,448110.25,422954.4,38,backtest
2012-06-15,430222.07,421442.16,38,backtest
2012-06-22,405938.35,388025.12,38,backtest
2012-06-29,404634.36,423796.0,38,backtest
2012-07-06,471086.22,423049.72,38,backtest
2012-07-13,416036.75,422008.0,38,backtest
2012-07-20,441683.74,423236.2,38,backtest
2012-07-27,407186.47,426209.03,38,backtest
2012-08-03,469311.17,423486.5,38,backtest
2012-08-10,436690.13,427704.53,38,backtest
2012-08-17,411866.46,418366.78,38,backtest
2012-08-24,397428.22,428113.84,38,backtest
2012-08-31,424904.95,427236.44,38,backtest
2012-09-07,490274.82,424821.56,38,backtest
2012-09-14,430944.39,425007.12,38,backtest
2012-09-21,409600.98,416153.5,38,backtest
2012-09-28,398468.08,419974.3,38,backtest
2012-10-05,458479.01,437618.7,38,backtest
2012-10-12,437320.66,415521.62,38,backtest
2012-10-19,428806.46,417723.25,38,backtest
2012-10-26,417290.38,417650.47,38,backtest
2012-11-04,,405321.6,38,future
2012-11-11,,405814.4,38,future
2012-11-18,,407363.44,38,future
2012-11-25,,407363.44,38,future
2012-12-02,,422630.75,38,future
2012-12-09,,422731.1,38,future
2012-12-16,,421117.8,38,future
2012-12-23,,421117.8,38,future
2012-12-30,,406355.3,38,future
2013-01-06,,410503.16,38,future
2013-01-13,,407199.03,38,future
2013-01-20,,407199.03,38,future
