date,actual_revenue,forecast_revenue,store,type
2012-05-04,1543461.12,1465166.8,6,backtest
2012-05-11,1517075.67,1636392.1,6,backtest
2012-05-18,1513635.64,1556384.6,6,backtest
2012-05-25,1603793.42,1570991.6,6,backtest
2012-06-01,1681121.38,1634109.1,6,backtest
2012-06-08,1696619.52,1609462.1,6,backtest
2012-06-15,1642247.48,1615673.2,6,backtest
2012-06-22,1618272.25,1692863.5,6,backtest
2012-06-29,1648863.46,1678086.5,6,backtest
2012-07-06,1876359.39,1718054.8,6,backtest
2012-07-13,1588142.26,1592216.9,6,backtest
2012-07-20,1574361.97,1584876.1,6,backtest
2012-07-27,1513229.16,1572667.6,6,backtest
2012-08-03,1627274.93,1597202.1,6,backtest
2012-08-10,1588380.73,1644694.9,6,backtest
2012-08-17,1543049.52,1609069.4,6,backtest
2012-08-24,1501095.49,1512896.0,6,backtest
2012-08-31,1577439.81,1575486.1,6,backtest
2012-09-07,1608077.01,1629369.9,6,backtest
2012-09-14,1375166.86,1503862.8,6,backtest
2012-09-21,1425603.65,1471282.6,6,backtest
2012-09-28,1369131.46,1455528.2,6,backtest
2012-10-05,1518177.71,1480726.8,6,backtest
2012-10-12,1459396.84,1600669.5,6,backtest
2012-10-19,1436883.99,1488245.6,6,backtest
2012-10-26,1431426.34,1440853.0,6,backtest
2012-11-04,,1565252.6,6,future
2012-11-11,,1565252.6,6,future
2012-11-18,,1565252.6,6,future
2012-11-25,,2176236.8,6,future
2012-12-02,,2130079.8,6,future
2012-12-09,,2106449.8,6,future
2012-12-16,,2106449.8,6,future
2012-12-23,,2681018.0,6,future
2012-12-30,,2138067.5,6,future
2013-01-06,,1584606.1,6,future
2013-01-13,,1554556.4,6,future
2013-01-20,,1631112.9,6,future
