date,actual_revenue,forecast_revenue,store,type
2012-05-04,270497.51,277897.6,33,backtest
2012-05-11,295841.84,303240.7,33,backtest
2012-05-18,276899.95,264072.6,33,backtest
2012-05-25,261851.74,248971.77,33,backtest
2012-06-01,261131.09,265497.38,33,backtest
2012-06-08,286082.76,277448.44,33,backtest
2012-06-15,290444.31,308605.84,33,backtest
2012-06-22,261666.29,264064.44,33,backtest
2012-06-29,244338.31,254535.97,33,backtest
2012-07-06,273690.37,273176.75,33,backtest
2012-07-13,287033.64,309206.88,33,backtest
2012-07-20,253205.89,262847.94,33,backtest
2012-07-27,249134.32,228746.8,33,backtest
2012-08-03,258533.12,272911.66,33,backtest
2012-08-10,297753.49,277443.03,33,backtest
2012-08-17,270097.76,247358.52,33,backtest
2012-08-24,247672.56,245186.08,33,backtest
2012-08-31,237129.81,243849.33,33,backtest
2012-09-07,286428.78,270223.12,33,backtest
2012-09-14,277417.53,286468.78,33,backtest
2012-09-21,252709.58,248801.64,33,backtest
2012-09-28,242813.51,231861.9,33,backtest
2012-10-05,265444.9,267798.1,33,backtest
2012-10-12,291781.15,288261.75,33,backtest
2012-10-19,254412.34,258712.97,33,backtest
2012-10-26,253731.13,233579.67,33,backtest
2012-11-04,,240188.0,33,future
2012-11-11,,240536.97,33,future
2012-11-18,,240567.62,33,future
2012-11-25,,240617.25,33,future
2012-12-02,,234516.69,33,future
2012-12-09,,234482.47,33,future
2012-12-16,,236296.06,33,future
2012-12-23,,250736.52,33,future
2012-12-30,,252990.3,33,future
2013-01-06,,243481.14,33,future
2013-01-13,,243441.61,33,future
2013-01-20,,249325.03,33,future
