date,actual_revenue,forecast_revenue,store,type
2012-05-04,993311.59,942188.56,40,backtest
2012-05-11,967729.35,897930.3,40,backtest
2012-05-18,896295.41,891004.0,40,backtest
2012-05-25,991054.49,966353.8,40,backtest
2012-06-01,1037464.27,1078142.6,40,backtest
2012-06-08,1079386.88,941946.6,40,backtest
2012-06-15,977950.28,978035.1,40,backtest
2012-06-22,1033552.18,1070139.2,40,backtest
2012-06-29,988764.84,981303.2,40,backtest
2012-07-06,1182901.56,1060979.1,40,backtest
2012-07-13,979848.71,975400.8,40,backtest
2012-07-20,968502.38,1053287.0,40,backtest
2012-07-27,954396.85,983832.7,40,backtest
2012-08-03,1068346.76,1038280.0,40,backtest
2012-08-10,1007906.43,1022118.06,40,backtest
2012-08-17,969387.48,950938.75,40,backtest
2012-08-24,945318.47,954098.75,40,backtest
2012-08-31,987264.67,954498.0,40,backtest
2012-09-07,1088248.4,970835.94,40,backtest
2012-09-14,901709.82,939364.8,40,backtest
2012-09-21,899768.4,905517.1,40,backtest
2012-09-28,919595.44,937401.0,40,backtest
2012-10-05,1069112.0,961306.7,40,backtest
2012-10-12,982523.26,911549.6,40,backtest
2012-10-19,918170.5,906591.75,40,backtest
2012-10-26,921264.52,931751.6,40,backtest
2012-11-04,,948140.44,40,future
2012-11-11,,948630.56,40,future
2012-11-18,,917593.75,40,future
2012-11-25,,1194733.0,40,future
2012-12-02,,1097045.9,40,future
2012-12-09,,1178391.2,40,future
2012-12-16,,1097749.5,40,future
2012-12-23,,1563426.2,40,future
2012-12-30,,1562164.6,40,future
2013-01-06,,924721.44,40,future
2013-01-13,,835116.3,40,future
2013-01-20,,814026.6,40,future
