date,actual_revenue,forecast_revenue,store,type
2012-05-04,1669388.45,1722877.0,27,backtest
2012-05-11,1674306.31,1600184.2,27,backtest
2012-05-18,1707158.82,1623747.5,27,backtest
2012-05-25,1818906.73,1682369.0,27,backtest
2012-06-01,1900638.6,1732592.8,27,backtest
2012-06-08,1764756.31,1681781.5,27,backtest
2012-06-15,1773500.56,1712450.2,27,backtest
2012-06-22,1837884.79,1740494.8,27,backtest
2012-06-29,1842555.32,1856062.8,27,backtest
2012-07-06,2062224.92,1817963.8,27,backtest
2012-07-13,1755889.53,1708129.5,27,backtest
2012-07-20,1730913.66,1704072.2,27,backtest
2012-07-27,1625883.71,1722458.5,27,backtest
2012-08-03,1705810.84,1628753.2,27,backtest
2012-08-10,1720537.26,1632718.5,27,backtest
2012-08-17,1735339.59,1654681.8,27,backtest
2012-08-24,1780443.36,1731042.2,27,backtest
2012-08-31,1731935.43,1744792.2,27,backtest
2012-09-07,1840955.23,1685374.5,27,backtest
2012-09-14,1519604.5,1605104.2,27,backtest
2012-09-21,1557485.75,1741630.2,27,backtest
2012-09-28,1540687.63,1617418.8,27,backtest
2012-10-05,1591816.88,1742215.0,27,backtest
2012-10-12,1660081.29,1744291.2,27,backtest
2012-10-19,1620374.24,1624726.5,27,backtest
2012-10-26,1703047.74,1739849.5,27,backtest
2012-11-04,,1623328.5,27,future
2012-11-11,,1774073.2,27,future
2012-11-18,,1620828.8,27,future
2012-11-25,,2275395.5,27,future
2012-12-02,,2252946.2,27,future
2012-12-09,,1989720.0,27,future
2012-12-16,,1998212.2,27,future
2012-12-23,,2587176.0,27,future
2012-12-30,,1779208.0,27,future
2013-01-06,,1663436.2,27,future
2013-01-13,,1514234.2,27,future
2013-01-20,,1616929.8,27,future
