date,actual_revenue,forecast_revenue,store,type
2012-05-04,1073433.69,1036159.2,12,backtest
2012-05-11,1041995.22,1023810.5,12,backtest
2012-05-18,1020486.05,1009782.1,12,backtest
2012-05-25,991514.21,1016158.5,12,backtest
2012-06-01,981345.2,1014278.2,12,backtest
2012-06-08,1086231.47,1041613.75,12,backtest
2012-06-15,1019555.51,1039433.1,12,backtest
2012-06-22,981386.25,1031459.5,12,backtest
2012-06-29,943124.74,1009171.8,12,backtest
2012-07-06,1014898.78,946709.2,12,backtest
2012-07-13,960312.75,1042807.56,12,backtest
2012-07-20,941550.34,983444.0,12,backtest
2012-07-27,916967.92,993780.25,12,backtest
2012-08-03,958667.23,946661.0,12,backtest
2012-08-10,984689.9,1007968.94,12,backtest
2012-08-17,1005003.12,1013399.9,12,backtest
2012-08-24,1048101.39,1047991.7,12,backtest
2012-08-31,1061943.49,1050230.6,12,backtest
2012-09-07,955146.04,1011677.0,12,backtest
2012-09-14,885892.37,1007506.56,12,backtest
2012-09-21,922735.37,970640.1,12,backtest
2012-09-28,880415.67,955107.4,12,backtest
2012-10-05,979825.92,1007645.06,12,backtest
2012-10-12,934917.47,972591.94,12,backtest
2012-10-19,960945.43,981308.2,12,backtest
2012-10-26,974697.6,974351.9,12,backtest
2012-11-04,,1019214.3,12,future
2012-11-11,,1019380.1,12,future
2012-11-18,,1016241.1,12,future
2012-11-25,,1550258.9,12,future
2012-12-02,,1537901.1,12,future
2012-12-09,,1227750.6,12,future
2012-12-16,,1240182.6,12,future
2012-12-23,,1273065.4,12,future
2012-12-30,,1273065.4,12,future
2013-01-06,,1008634.25,12,future
2013-01-13,,1007550.44,12,future
2013-01-20,,1015119.1,12,future
