date,actual_revenue,forecast_revenue,store,type
2012-05-04,1405007.44,1387058.8,19,backtest
2012-05-11,1442873.22,1439011.5,19,backtest
2012-05-18,1366937.1,1402673.1,19,backtest
2012-05-25,1485540.28,1440922.2,19,backtest
2012-06-01,1450733.29,1468349.1,19,backtest
2012-06-08,1390122.11,1388444.6,19,backtest
2012-06-15,1440263.15,1476145.8,19,backtest
2012-06-22,1468350.36,1432780.0,19,backtest
2012-06-29,1379652.65,1505428.8,19,backtest
2012-07-06,1557120.44,1410856.5,19,backtest
2012-07-13,1321741.35,1461151.0,19,backtest
2012-07-20,1317672.92,1399901.9,19,backtest
2012-07-27,1248915.43,1434710.5,19,backtest
2012-08-03,1342123.78,1327037.9,19,backtest
2012-08-10,1408907.89,1393057.5,19,backtest
2012-08-17,1375101.26,1508741.5,19,backtest
2012-08-24,1544653.37,1467055.1,19,backtest
2012-08-31,1542719.87,1519118.0,19,backtest
2012-09-07,1497073.82,1524764.8,19,backtest
2012-09-14,1370653.41,1401781.9,19,backtest
2012-09-21,1338572.29,1400056.4,19,backtest
2012-09-28,1338299.02,1380995.4,19,backtest
2012-10-05,1408016.1,1364899.0,19,backtest
2012-10-12,1352809.5,1351851.8,19,backtest
2012-10-19,1321102.35,1344359.2,19,backtest
2012-10-26,1322117.96,1351891.2,19,backtest
2012-11-04,,1401619.9,19,future
2012-11-11,,1434301.0,19,future
2012-11-18,,1422052.9,19,future
2012-11-25,,1786911.8,19,future
2012-12-02,,1854745.4,19,future
2012-12-09,,1773820.9,19,future
2012-12-16,,1710958.4,19,future
2012-12-23,,2453602.5,19,future
2012-12-30,,1898638.2,19,future
2013-01-06,,1346871.5,19,future
2013-01-13,,1313920.1,19,future
2013-01-20,,1344873.2,19,future
