date,actual_revenue,forecast_revenue,store,type
2012-05-04,696421.72,650097.4,25,backtest
2012-05-11,739866.16,716660.1,25,backtest
2012-05-18,717207.19,714378.0,25,backtest
2012-05-25,783371.02,721261.56,25,backtest
2012-06-01,694765.95,710753.0,25,backtest
2012-06-08,730254.19,696628.7,25,backtest
2012-06-15,753860.89,710728.06,25,backtest
2012-06-22,721601.9,703641.25,25,backtest
2012-06-29,718890.81,712519.0,25,backtest
2012-07-06,753385.55,693801.75,25,backtest
2012-07-13,714093.95,699500.75,25,backtest
2012-07-20,685676.58,693407.5,25,backtest
2012-07-27,659109.53,672694.4,25,backtest
2012-08-03,709724.6,671044.5,25,backtest
2012-08-10,710496.97,698618.4,25,backtest
2012-08-17,728467.72,710901.6,25,backtest
2012-08-24,756527.64,697906.9,25,backtest
2012-08-31,714828.73,706409.75,25,backtest
2012-09-07,671482.9,678990.3,25,backtest
2012-09-14,657241.63,651016.7,25,backtest
2012-09-21,664745.2,648092.2,25,backtest
2012-09-28,683300.84,633461.2,25,backtest
2012-10-05,699536.73,693846.44,25,backtest
2012-10-12,697317.41,724062.6,25,backtest
2012-10-19,685531.85,708736.25,25,backtest
2012-10-26,688940.94,682724.8,25,backtest
2012-11-04,,702289.5,25,future
2012-11-11,,701565.75,25,future
2012-11-18,,702212.56,25,future
2012-11-25,,1077034.2,25,future
2012-12-02,,1075820.0,25,future
2012-12-09,,1039131.6,25,future
2012-12-16,,1039333.3,25,future
2012-12-23,,1252429.2,25,future
2012-12-30,,907706.94,25,future
2013-01-06,,706470.4,25,future
2013-01-13,,696750.8,25,future
2013-01-20,,688205.9,25,future
