date,actual_revenue,forecast_revenue,store,type
2012-05-04,1949354.29,1983744.0,14,backtest
2012-05-11,1987531.05,1882415.9,14,backtest
2012-05-18,1932233.17,1842865.4,14,backtest
2012-05-25,2030869.61,1848488.2,14,backtest
2012-06-01,2049485.49,1954326.4,14,backtest
2012-06-08,2099615.88,1880471.4,14,backtest
2012-06-15,1905733.68,1966412.5,14,backtest
2012-06-22,1660228.88,1952349.0,14,backtest
2012-06-29,1591835.02,2024235.2,14,backtest
2012-07-06,1862128.95,1955893.4,14,backtest
2012-07-13,1544422.35,1899443.1,14,backtest
2012-07-20,1553250.16,1935937.8,14,backtest
2012-07-27,1479514.66,1986257.8,14,backtest
2012-08-03,1656886.46,2008372.2,14,backtest
2012-08-10,1648570.03,1929750.8,14,backtest
2012-08-17,1660433.3,1969630.0,14,backtest
2012-08-24,1621841.33,2084007.0,14,backtest
2012-08-31,1613342.19,2102350.8,14,backtest
2012-09-07,1904512.34,2146197.2,14,backtest
2012-09-14,1554794.22,1959018.0,14,backtest
2012-09-21,1565352.46,1866705.5,14,backtest
2012-09-28,1522512.2,1863255.9,14,backtest
2012-10-05,1687592.16,1952286.8,14,backtest
2012-10-12,1639585.61,2004832.6,14,backtest
2012-10-19,1590274.72,2004832.6,14,backtest
2012-10-26,1704357.62,1996640.1,14,backtest
2012-11-04,,1925797.4,14,future
2012-11-11,,1914830.1,14,future
2012-11-18,,1952829.8,14,future
2012-11-25,,2300233.0,14,future
2012-12-02,,2281887.8,14,future
2012-12-09,,2279938.0,14,future
2012-12-16,,2279938.0,14,future
2012-12-23,,3081847.8,14,future
2012-12-30,,2685268.2,14,future
2013-01-06,,1831569.1,14,future
2013-01-13,,1717198.8,14,future
2013-01-20,,1755366.2,14,future
