date,actual_revenue,forecast_revenue,store,type
2012-05-04,1391257.28,1436792.9,31,backtest
2012-05-11,1392938.06,1420956.9,31,backtest
2012-05-18,1441473.82,1391726.6,31,backtest
2012-05-25,1397094.26,1345629.2,31,backtest
2012-06-01,1404516.29,1399161.9,31,backtest
2012-06-08,1443285.79,1400910.4,31,backtest
2012-06-15,1431003.43,1434699.2,31,backtest
2012-06-22,1394065.76,1439987.4,31,backtest
2012-06-29,1349202.25,1421190.4,31,backtest
2012-07-06,1458059.42,1408086.0,31,backtest
2012-07-13,1374301.34,1408968.6,31,backtest
2012-07-20,1392395.2,1394573.2,31,backtest
2012-07-27,1303732.36,1317903.5,31,backtest
2012-08-03,1390174.63,1425037.2,31,backtest
2012-08-10,1386472.59,1363548.9,31,backtest
2012-08-17,1410181.7,1397706.4,31,backtest
2012-08-24,1379783.21,1348433.4,31,backtest
2012-08-31,1373651.49,1395822.9,31,backtest
2012-09-07,1358111.62,1362597.4,31,backtest
2012-09-14,1327705.44,1389193.5,31,backtest
2012-09-21,1373064.87,1401137.1,31,backtest
2012-09-28,1279080.58,1347216.6,31,backtest
2012-10-05,1363365.05,1363859.0,31,backtest
2012-10-12,1401113.42,1341014.8,31,backtest
2012-10-19,1378730.45,1353145.1,31,backtest
2012-10-26,1340232.55,1316417.0,31,backtest
2012-11-04,,1397710.2,31,future
2012-11-11,,1397710.2,31,future
2012-11-18,,1397710.2,31,future
2012-11-25,,1863991.2,31,future
2012-12-02,,1387838.0,31,future
2012-12-09,,1863432.1,31,future
2012-12-16,,1390649.8,31,future
2012-12-23,,1956652.9,31,future
2012-12-30,,1392249.5,31,future
2013-01-06,,1398090.4,31,future
2013-01-13,,1382754.2,31,future
2013-01-20,,1393208.6,31,future
