date,actual_revenue,forecast_revenue,store,type
2012-05-04,586289.08,573960.9,9,backtest
2012-05-11,592572.3,617065.5,9,backtest
2012-05-18,571463.93,573178.0,9,backtest
2012-05-25,547226.0,593992.7,9,backtest
2012-06-01,583648.59,553096.44,9,backtest
2012-06-08,582525.42,612423.3,9,backtest
2012-06-15,564606.1,547764.8,9,backtest
2012-06-22,562173.12,583158.25,9,backtest
2012-06-29,544770.7,553155.7,9,backtest
2012-07-06,578790.36,553040.0,9,backtest
2012-07-13,536537.64,638880.7,9,backtest
2012-07-20,513991.57,540616.56,9,backtest
2012-07-27,495951.0,512711.44,9,backtest
2012-08-03,533887.54,515448.75,9,backtest
2012-08-10,538713.47,579225.5,9,backtest
2012-08-17,535153.47,578082.4,9,backtest
2012-08-24,572887.78,577204.1,9,backtest
2012-08-31,576879.15,644765.5,9,backtest
2012-09-07,565812.29,573625.8,9,backtest
2012-09-14,523427.35,585741.1,9,backtest
2012-09-21,533756.88,529804.6,9,backtest
2012-09-28,516361.06,536291.2,9,backtest
2012-10-05,606755.3,513255.38,9,backtest
2012-10-12,558464.8,647172.0,9,backtest
2012-10-19,542009.46,583553.7,9,backtest
2012-10-26,549731.49,567940.44,9,backtest
2012-11-04,,606056.3,9,future
2012-11-11,,644363.06,9,future
2012-11-18,,568311.9,9,future
2012-11-25,,783434.94,9,future
2012-12-02,,616603.0,9,future
2012-12-09,,658883.06,9,future
2012-12-16,,781673.06,9,future
2012-12-23,,634090.9,9,future
2012-12-30,,698479.2,9,future
2013-01-06,,549225.56,9,future
2013-01-13,,547511.94,9,future
2013-01-20,,571274.2,9,future
