date,actual_revenue,forecast_revenue,store,type
2012-05-04,1684519.99,1486792.9,1,backtest
2012-05-11,1611096.05,1511727.8,1,backtest
2012-05-18,1595901.87,1488740.2,1,backtest
2012-05-25,1555444.55,1493453.5,1,backtest
2012-06-01,1624477.58,1493914.1,1,backtest
2012-06-08,1697230.96,1510827.2,1,backtest
2012-06-15,1630607.0,1516805.2,1,backtest
2012-06-22,1527845.81,1502200.1,1,backtest
2012-06-29,1540421.49,1501060.2,1,backtest
2012-07-06,1769854.16,1483203.0,1,backtest
2012-07-13,1527014.04,1508263.6,1,backtest
2012-07-20,1497954.76,1494265.0,1,backtest
2012-07-27,1439123.71,1495571.2,1,backtest
2012-08-03,1631135.79,1493395.2,1,backtest
2012-08-10,1592409.97,1506353.2,1,backtest
2012-08-17,1597868.05,1494216.5,1,backtest
2012-08-24,1494122.38,1486590.0,1,backtest
2012-08-31,1582083.4,1518070.6,1,backtest
2012-09-07,1661767.33,1509240.4,1,backtest
2012-09-14,1517428.87,1515097.4,1,backtest
2012-09-21,1506126.06,1476762.1,1,backtest
2012-09-28,1437059.26,1489186.1,1,backtest
2012-10-05,1670785.97,1503507.2,1,backtest
2012-10-12,1573072.81,1542604.9,1,backtest
2012-10-19,1508068.77,1497666.8,1,backtest
2012-10-26,1493659.74,1479716.8,1,backtest
2012-11-04,,1533710.6,1,future
2012-11-11,,1546393.8,1,future
2012-11-18,,1527907.2,1,future
2012-11-25,,1948587.5,1,future
2012-12-02,,1558091.1,1,future
2012-12-09,,1975617.5,1,future
2012-12-16,,1558999.0,1,future
2012-12-23,,2329548.5,1,future
2012-12-30,,1523216.4,1,future
2013-01-06,,1484985.8,1,future
2013-01-13,,1510252.8,1,future
2013-01-20,,1481959.5,1,future
