date,actual_revenue,forecast_revenue,store,type
2012-05-04,326053.28,322625.97,44,backtest
2012-05-11,341381.08,323024.28,44,backtest
2012-05-18,334042.43,303975.97,44,backtest
2012-05-25,343268.29,298476.84,44,backtest
2012-06-01,323410.94,299386.47,44,backtest
2012-06-08,340238.38,320090.66,44,backtest
2012-06-15,338400.82,299094.06,44,backtest
2012-06-22,336241.0,298038.12,44,backtest
2012-06-29,338386.08,302606.2,44,backtest
2012-07-06,358461.58,298889.8,44,backtest
2012-07-13,336479.49,300071.84,44,backtest
2012-07-20,337819.16,304263.3,44,backtest
2012-07-27,319855.26,304382.56,44,backtest
2012-08-03,342385.38,320584.03,44,backtest
2012-08-10,333594.81,307716.66,44,backtest
2012-08-17,327389.51,304417.34,44,backtest
2012-08-24,337985.74,319050.22,44,backtest
2012-08-31,339490.69,306191.3,44,backtest
2012-09-07,338737.33,296877.75,44,backtest
2012-09-14,347726.67,303601.16,44,backtest
2012-09-21,336017.6,304420.47,44,backtest
2012-09-28,355307.94,304543.88,44,backtest
2012-10-05,337390.44,304627.1,44,backtest
2012-10-12,337796.13,304962.38,44,backtest
2012-10-19,323766.77,298252.44,44,backtest
2012-10-26,361067.07,319126.66,44,backtest
2012-11-04,,320080.44,44,future
2012-11-11,,318195.34,44,future
2012-11-18,,318064.97,44,future
2012-11-25,,318064.97,44,future
2012-12-02,,312282.03,44,future
2012-12-09,,312874.25,44,future
2012-12-16,,312874.25,44,future
2012-12-23,,330767.5,44,future
2012-12-30,,304692.97,44,future
2013-01-06,,318670.9,44,future
2013-01-13,,317965.78,44,future
2013-01-20,,310539.1,44,future
