date,actual_revenue,forecast_revenue,store,type
2012-05-04,1512227.34,1456586.6,39,backtest
2012-05-11,1470792.41,1511170.6,39,backtest
2012-05-18,1522978.54,1518181.4,39,backtest
2012-05-25,1596036.66,1489954.6,39,backtest
2012-06-01,1640476.77,1472997.6,39,backtest
2012-06-08,1623442.24,1478888.4,39,backtest
2012-06-15,1587499.82,1456364.4,39,backtest
2012-06-22,1532316.79,1455860.5,39,backtest
2012-06-29,1492388.98,1495958.6,39,backtest
2012-07-06,1659221.99,1481977.8,39,backtest
2012-07-13,1471261.76,1466914.6,39,backtest
2012-07-20,1582168.27,1488690.0,39,backtest
2012-07-27,1487797.54,1508846.5,39,backtest
2012-08-03,1608277.74,1523344.2,39,backtest
2012-08-10,1641867.92,1547669.8,39,backtest
2012-08-17,1720221.91,1508703.8,39,backtest
2012-08-24,1724669.75,1480910.4,39,backtest
2012-08-31,1710923.94,1508703.8,39,backtest
2012-09-07,1609811.75,1511068.2,39,backtest
2012-09-14,1447614.08,1470367.4,39,backtest
2012-09-21,1555672.51,1455883.8,39,backtest
2012-09-28,1495607.07,1491868.2,39,backtest
2012-10-05,1574408.67,1494224.5,39,backtest
2012-10-12,1494417.07,1489694.8,39,backtest
2012-10-19,1577486.33,1466091.2,39,backtest
2012-10-26,1569502.0,1502507.4,39,backtest
2012-11-04,,1496080.2,39,future
2012-11-11,,1527692.8,39,future
2012-11-18,,1522124.0,39,future
2012-11-25,,2233423.0,39,future
2012-12-02,,2078719.4,39,future
2012-12-09,,2101107.8,39,future
2012-12-16,,2100763.8,39,future
2012-12-23,,2534800.5,39,future
2012-12-30,,2468201.8,39,future
2013-01-06,,1447090.6,39,future
2013-01-13,,1429802.9,39,future
2013-01-20,,1443723.4,39,future
