date,actual_revenue,forecast_revenue,store,type
2012-05-04,454477.54,446992.1,30,backtest
2012-05-11,436070.45,433994.8,30,backtest
2012-05-18,460945.14,445535.53,30,backtest
2012-05-25,449355.91,429970.94,30,backtest
2012-06-01,427021.18,451118.1,30,backtest
2012-06-08,437222.94,441700.84,30,backtest
2012-06-15,438523.24,443102.53,30,backtest
2012-06-22,428554.63,447862.75,30,backtest
2012-06-29,423192.4,438593.75,30,backtest
2012-07-06,440553.42,440915.62,30,backtest
2012-07-13,417640.34,444588.75,30,backtest
2012-07-20,427491.04,436102.47,30,backtest
2012-07-27,424581.17,433134.56,30,backtest
2012-08-03,425136.55,433685.5,30,backtest
2012-08-10,430878.28,420232.84,30,backtest
2012-08-17,423351.15,432678.03,30,backtest
2012-08-24,425296.65,435531.06,30,backtest
2012-08-31,439132.5,433462.84,30,backtest
2012-09-07,433565.77,438696.84,30,backtest
2012-09-14,437773.31,431811.84,30,backtest
2012-09-21,443891.64,434530.88,30,backtest
2012-09-28,425410.04,442760.78,30,backtest
2012-10-05,446751.45,438713.78,30,backtest
2012-10-12,434593.26,439717.0,30,backtest
2012-10-19,437537.29,445632.88,30,backtest
2012-10-26,439424.5,432790.4,30,backtest
2012-11-04,,441916.94,30,future
2012-11-11,,437435.94,30,future
2012-11-18,,438292.06,30,future
2012-11-25,,438156.4,30,future
2012-12-02,,443800.62,30,future
2012-12-09,,444633.8,30,future
2012-12-16,,450609.7,30,future
2012-12-23,,487946.4,30,future
2012-12-30,,487289.47,30,future
2013-01-06,,432723.22,30,future
2013-01-13,,450202.2,30,future
2013-01-20,,448122.0,30,future
