date,actual_revenue,forecast_revenue,store,type
2012-05-04,439913.57,399267.22,3,backtest
2012-05-11,431985.36,394730.38,3,backtest
2012-05-18,418112.76,433579.75,3,backtest
2012-05-25,413701.29,398908.3,3,backtest
2012-06-01,432268.53,402198.12,3,backtest
2012-06-08,446336.8,400587.5,3,backtest
2012-06-15,442074.79,397816.84,3,backtest
2012-06-22,419497.95,395915.84,3,backtest
2012-06-29,422965.33,397898.75,3,backtest
2012-07-06,411206.5,398311.06,3,backtest
2012-07-13,416913.1,399740.1,3,backtest
2012-07-20,432424.85,397599.22,3,backtest
2012-07-27,389427.9,399380.12,3,backtest
2012-08-03,419990.29,402716.34,3,backtest
2012-08-10,391811.6,398840.53,3,backtest
2012-08-17,394918.83,408804.1,3,backtest
2012-08-24,412449.67,401887.84,3,backtest
2012-08-31,408838.73,394994.66,3,backtest
2012-09-07,408229.73,394341.53,3,backtest
2012-09-14,407589.16,394615.62,3,backtest
2012-09-21,414392.09,426445.03,3,backtest
2012-09-28,389813.02,395388.3,3,backtest
2012-10-05,443557.65,438601.88,3,backtest
2012-10-12,410804.39,432855.5,3,backtest
2012-10-19,424513.08,400164.9,3,backtest
2012-10-26,405432.7,401791.47,3,backtest
2012-11-04,,405570.47,3,future
2012-11-11,,405570.47,3,future
2012-11-18,,405570.47,3,future
2012-11-25,,549024.2,3,future
2012-12-02,,547369.3,3,future
2012-12-09,,499033.84,3,future
2012-12-16,,499033.84,3,future
2012-12-23,,499683.6,3,future
2012-12-30,,399608.28,3,future
2013-01-06,,405284.38,3,future
2013-01-13,,401528.88,3,future
2013-01-20,,401528.88,3,future
