date,actual_revenue,forecast_revenue,store,type
2012-05-04,937232.09,911408.44,8,backtest
2012-05-11,920128.89,890221.6,8,backtest
2012-05-18,913922.01,875892.94,8,backtest
2012-05-25,895157.44,874643.1,8,backtest
2012-06-01,921161.2,877617.3,8,backtest
2012-06-08,928820.0,876694.5,8,backtest
2012-06-15,916918.7,889415.6,8,backtest
2012-06-22,899449.65,893334.44,8,backtest
2012-06-29,878298.22,861719.5,8,backtest
2012-07-06,936205.5,883077.1,8,backtest
2012-07-13,890488.01,889897.75,8,backtest
2012-07-20,888834.07,881829.94,8,backtest
2012-07-27,838227.52,862310.1,8,backtest
2012-08-03,897076.73,854599.25,8,backtest
2012-08-10,930745.69,880700.8,8,backtest
2012-08-17,896613.19,884531.6,8,backtest
2012-08-24,936373.65,877640.6,8,backtest
2012-08-31,976137.73,888292.56,8,backtest
2012-09-07,932160.37,916896.56,8,backtest
2012-09-14,883569.38,885447.9,8,backtest
2012-09-21,857796.45,888825.0,8,backtest
2012-09-28,884724.41,897762.4,8,backtest
2012-10-05,976436.02,910341.9,8,backtest
2012-10-12,927511.99,920443.2,8,backtest
2012-10-19,900309.75,876873.25,8,backtest
2012-10-26,891671.44,873105.0,8,backtest
2012-11-04,,888442.06,8,future
2012-11-11,,914387.0,8,future
2012-11-18,,887818.75,8,future
2012-11-25,,1209767.1,8,future
2012-12-02,,1203423.4,8,future
2012-12-09,,1121327.9,8,future
2012-12-16,,1120615.8,8,future
2012-12-23,,1357499.9,8,future
2012-12-30,,1039786.94,8,future
2013-01-06,,1034711.94,8,future
2013-01-13,,1033591.9,8,future
2013-01-20,,1030888.6,8,future
