date,actual_revenue,forecast_revenue,store,type
2012-05-04,1306551.71,1294705.4,24,backtest
2012-05-11,1355391.79,1335144.2,24,backtest
2012-05-18,1298809.8,1270308.1,24,backtest
2012-05-25,1407897.57,1264001.8,24,backtest
2012-06-01,1467722.19,1518319.8,24,backtest
2012-06-08,1406313.13,1319733.2,24,backtest
2012-06-15,1364445.98,1290903.4,24,backtest
2012-06-22,1434709.63,1460900.0,24,backtest
2012-06-29,1428869.9,1382747.5,24,backtest
2012-07-06,1645097.75,1458898.4,24,backtest
2012-07-13,1405475.78,1392359.2,24,backtest
2012-07-20,1394299.0,1369839.6,24,backtest
2012-07-27,1307339.14,1383128.1,24,backtest
2012-08-03,1440374.13,1447478.8,24,backtest
2012-08-10,1497054.81,1455594.5,24,backtest
2012-08-17,1397970.54,1377639.8,24,backtest
2012-08-24,1303726.54,1280386.5,24,backtest
2012-08-31,1344558.92,1438008.2,24,backtest
2012-09-07,1477134.75,1486838.4,24,backtest
2012-09-14,1242909.53,1290740.5,24,backtest
2012-09-21,1261158.47,1261355.2,24,backtest
2012-09-28,1259278.36,1335302.6,24,backtest
2012-10-05,1416720.54,1347391.5,24,backtest
2012-10-12,1416301.17,1303600.5,24,backtest
2012-10-19,1255414.84,1289732.8,24,backtest
2012-10-26,1307182.29,1268244.1,24,backtest
2012-11-04,,1312296.9,24,future
2012-11-11,,1312797.1,24,future
2012-11-18,,1349004.4,24,future
2012-11-25,,1617086.4,24,future
2012-12-02,,1612075.0,24,future
2012-12-09,,1528162.6,24,future
2012-12-16,,1524808.1,24,future
2012-12-23,,2150197.5,24,future
2012-12-30,,1724632.0,24,future
2013-01-06,,1229944.4,24,future
2013-01-13,,1186057.8,24,future
2013-01-20,,1251395.4,24,future
