date,actual_revenue,forecast_revenue,store,type
2012-05-04,2163510.89,2135004.0,20,backtest
2012-05-11,2168097.11,2138137.5,20,backtest
2012-05-18,2039222.26,2000932.4,20,backtest
2012-05-25,2114989.0,1964316.9,20,backtest
2012-06-01,2143126.59,2151313.0,20,backtest
2012-06-08,2231962.13,2124943.2,20,backtest
2012-06-15,2165160.29,2076276.0,20,backtest
2012-06-22,2060588.69,2091630.5,20,backtest
2012-06-29,2055952.61,2137920.5,20,backtest
2012-07-06,2358055.3,2154579.5,20,backtest
2012-07-13,2134680.12,2149840.8,20,backtest
2012-07-20,1970170.29,2032236.5,20,backtest
2012-07-27,1911559.1,1936844.0,20,backtest
2012-08-03,2094515.71,2105983.8,20,backtest
2012-08-10,2144245.39,2228707.2,20,backtest
2012-08-17,2045061.22,2042262.5,20,backtest
2012-08-24,2005341.43,1942145.1,20,backtest
2012-08-31,2062481.56,1942429.9,20,backtest
2012-09-07,2080529.06,2141187.0,20,backtest
2012-09-14,2047949.98,2002899.0,20,backtest
2012-09-21,2028587.24,1960699.4,20,backtest
2012-09-28,2008350.58,1924817.5,20,backtest
2012-10-05,2246411.89,1947897.1,20,backtest
2012-10-12,2162951.36,2290261.8,20,backtest
2012-10-19,1999363.49,2055102.6,20,backtest
2012-10-26,2031650.55,1956028.0,20,backtest
2012-11-04,,2101828.0,20,future
2012-11-11,,2101828.0,20,future
2012-11-18,,2089468.1,20,future
2012-11-25,,2719927.8,20,future
2012-12-02,,2767913.5,20,future
2012-12-09,,2592621.2,20,future
2012-12-16,,2832668.2,20,future
2012-12-23,,3520543.5,20,future
2012-12-30,,2673024.2,20,future
2013-01-06,,2087088.4,20,future
2013-01-13,,2094583.9,20,future
2013-01-20,,2093602.4,20,future
