date,actual_revenue,forecast_revenue,store,type
2012-05-04,2196968.33,2074386.2,4,backtest
2012-05-11,2127661.17,2348720.0,4,backtest
2012-05-18,2207214.81,2129853.8,4,backtest
2012-05-25,2154137.67,2084988.1,4,backtest
2012-06-01,2179360.94,2072809.5,4,backtest
2012-06-08,2245257.18,2069563.5,4,backtest
2012-06-15,2234190.93,2063479.4,4,backtest
2012-06-22,2197299.65,2084515.0,4,backtest
2012-06-29,2128362.92,2075585.1,4,backtest
2012-07-06,2224499.28,2078760.1,4,backtest
2012-07-13,2100252.61,2072716.0,4,backtest
2012-07-20,2175563.69,2073756.6,4,backtest
2012-07-27,2048613.65,2064058.0,4,backtest
2012-08-03,2174514.13,2054496.1,4,backtest
2012-08-10,2193367.69,2073486.0,4,backtest
2012-08-17,2283540.3,2084749.9,4,backtest
2012-08-24,2125241.68,2075588.6,4,backtest
2012-08-31,2081181.35,2082367.8,4,backtest
2012-09-07,2125104.72,2099390.5,4,backtest
2012-09-14,2117854.6,2131145.2,4,backtest
2012-09-21,2119438.53,2096226.9,4,backtest
2012-09-28,2027620.23,2080373.2,4,backtest
2012-10-05,2209835.43,2332546.5,4,backtest
2012-10-12,2133026.07,2349979.5,4,backtest
2012-10-19,2097266.85,2214664.0,4,backtest
2012-10-26,2149594.46,2348620.2,4,backtest
2012-11-04,,2345544.8,4,future
2012-11-11,,2343049.8,4,future
2012-11-18,,2207882.0,4,future
2012-11-25,,2746554.5,4,future
2012-12-02,,2918279.8,4,future
2012-12-09,,2344591.8,4,future
2012-12-16,,2441909.8,4,future
2012-12-23,,3438957.0,4,future
2012-12-30,,2438143.2,4,future
2013-01-06,,2196944.8,4,future
2013-01-13,,2199654.2,4,future
2013-01-20,,2209393.2,4,future
