date,actual_revenue,forecast_revenue,store,type
2012-05-04,1370251.22,1284141.6,11,backtest
2012-05-11,1300147.07,1450346.2,11,backtest
2012-05-18,1352442.31,1313038.2,11,backtest
2012-05-25,1297335.87,1296569.2,11,backtest
2012-06-01,1361595.33,1287607.1,11,backtest
2012-06-08,1414343.53,1312530.4,11,backtest
2012-06-15,1417875.42,1307773.9,11,backtest
2012-06-22,1355680.3,1287541.5,11,backtest
2012-06-29,1297028.6,1347699.0,11,backtest
2012-07-06,1461129.94,1282228.1,11,backtest
2012-07-13,1320239.51,1391737.1,11,backtest
2012-07-20,1344483.81,1319489.4,11,backtest
2012-07-27,1272395.02,1276781.4,11,backtest
2012-08-03,1399341.07,1336332.6,11,backtest
2012-08-10,1388973.65,1299689.0,11,backtest
2012-08-17,1421307.2,1353320.5,11,backtest
2012-08-24,1409515.73,1356552.1,11,backtest
2012-08-31,1372872.35,1347924.6,11,backtest
2012-09-07,1304584.4,1353648.8,11,backtest
2012-09-14,1267675.05,1355414.8,11,backtest
2012-09-21,1326132.98,1291184.9,11,backtest
2012-09-28,1227430.73,1267747.2,11,backtest
2012-10-05,1422794.26,1261259.9,11,backtest
2012-10-12,1311965.09,1365418.1,11,backtest
2012-10-19,1232073.18,1324887.9,11,backtest
2012-10-26,1200729.45,1292130.4,11,backtest
2012-11-04,,1285021.4,11,future
2012-11-11,,1304326.1,11,future
2012-11-18,,1297635.1,11,future
2012-11-25,,1840512.5,11,future
2012-12-02,,1601600.4,11,future
2012-12-09,,1829401.2,11,future
2012-12-16,,1600279.5,11,future
2012-12-23,,2253585.2,11,future
2012-12-30,,2017459.1,11,future
2013-01-06,,1512631.9,11,future
2013-01-13,,1510224.5,11,future
2013-01-20,,1511730.9,11,future
