date,actual_revenue,forecast_revenue,store,type
2012-05-04,465198.89,452316.7,7,backtest
2012-05-11,460397.41,474481.97,7,backtest
2012-05-18,468428.3,479039.94,7,backtest
2012-05-25,532739.77,491961.28,7,backtest
2012-06-01,598495.02,555871.94,7,backtest
2012-06-08,642963.75,607528.9,7,backtest
2012-06-15,666942.02,632286.25,7,backtest
2012-06-22,687344.68,629681.9,7,backtest
2012-06-29,704335.41,629674.6,7,backtest
2012-07-06,805642.61,659823.06,7,backtest
2012-07-13,694150.89,692417.5,7,backtest
2012-07-20,686345.69,682041.7,7,backtest
2012-07-27,686365.4,683282.7,7,backtest
2012-08-03,680954.81,669787.94,7,backtest
2012-08-10,675926.3,660667.75,7,backtest
2012-08-17,642450.4,645695.4,7,backtest
2012-08-24,609099.37,649194.56,7,backtest
2012-08-31,586467.16,597437.6,7,backtest
2012-09-07,597876.55,593749.75,7,backtest
2012-09-14,541120.2,588317.56,7,backtest
2012-09-21,530842.25,572200.2,7,backtest
2012-09-28,525545.76,524776.3,7,backtest
2012-10-05,505830.56,531799.6,7,backtest
2012-10-12,503463.93,542036.2,7,backtest
2012-10-19,516424.83,524603.5,7,backtest
2012-10-26,495543.28,524896.3,7,backtest
2012-11-04,,556685.5,7,future
2012-11-11,,543501.0,7,future
2012-11-18,,551590.1,7,future
2012-11-25,,843337.9,7,future
2012-12-02,,762610.7,7,future
2012-12-09,,780571.94,7,future
2012-12-16,,790608.94,7,future
2012-12-23,,1056039.9,7,future
2012-12-30,,1056039.9,7,future
2013-01-06,,630060.75,7,future
2013-01-13,,565764.9,7,future
2013-01-20,,559953.8,7,future
