date,actual_revenue,forecast_revenue,store,type
2012-05-04,946573.29,1066803.9,26,backtest
2012-05-11,1062548.73,939720.94,26,backtest
2012-05-18,978082.84,956777.75,26,backtest
2012-05-25,1067310.74,1005923.9,26,backtest
2012-06-01,1015853.03,1005758.06,26,backtest
2012-06-08,1106176.83,1056343.5,26,backtest
2012-06-15,1029248.22,1018298.6,26,backtest
2012-06-22,1056282.91,1046826.9,26,backtest
2012-06-29,1051190.44,1040269.75,26,backtest
2012-07-06,1180470.8,1089941.2,26,backtest
2012-07-13,1063149.78,1061176.2,26,backtest
2012-07-20,1049625.9,1047905.5,26,backtest
2012-07-27,1031745.14,1058633.4,26,backtest
2012-08-03,1090915.09,1061210.6,26,backtest
2012-08-10,1121476.51,1058284.5,26,backtest
2012-08-17,1068292.56,1046324.2,26,backtest
2012-08-24,1022704.2,1038804.0,26,backtest
2012-08-31,1053495.51,1059177.1,26,backtest
2012-09-07,1081874.03,1048476.75,26,backtest
2012-09-14,986131.94,996693.44,26,backtest
2012-09-21,961084.08,1057959.4,26,backtest
2012-09-28,964726.37,1063449.6,26,backtest
2012-10-05,1095504.26,1035798.56,26,backtest
2012-10-12,1044639.69,1068955.4,26,backtest
2012-10-19,975578.02,995654.5,26,backtest
2012-10-26,958619.8,988055.6,26,backtest
2012-11-04,,1064372.4,26,future
2012-11-11,,1061388.8,26,future
2012-11-18,,1055535.6,26,future
2012-11-25,,1205212.2,26,future
2012-12-02,,1200397.4,26,future
2012-12-09,,1152993.2,26,future
2012-12-16,,1161921.8,26,future
2012-12-23,,1512329.0,26,future
2012-12-30,,1048861.5,26,future
2013-01-06,,965154.94,26,future
2013-01-13,,884252.7,26,future
2013-01-20,,872829.44,26,future
