date,actual_revenue,forecast_revenue,store,type
2012-05-04,1317379.68,1276347.8,23,backtest
2012-05-11,1321914.34,1266491.1,23,backtest
2012-05-18,1332952.47,1411305.6,23,backtest
2012-05-25,1552934.64,1502348.4,23,backtest
2012-06-01,1476144.34,1541868.0,23,backtest
2012-06-08,1568048.54,1384336.8,23,backtest
2012-06-15,1543667.68,1479169.4,23,backtest
2012-06-22,1522042.57,1429367.0,23,backtest
2012-06-29,1451782.16,1482943.5,23,backtest
2012-07-06,1545370.16,1427991.6,23,backtest
2012-07-13,1384921.63,1443079.1,23,backtest
2012-07-20,1381339.23,1380904.9,23,backtest
2012-07-27,1322932.36,1405645.1,23,backtest
2012-08-03,1416926.31,1364348.2,23,backtest
2012-08-10,1436311.76,1367413.2,23,backtest
2012-08-17,1510131.45,1380757.5,23,backtest
2012-08-24,1702220.96,1476106.0,23,backtest
2012-08-31,1577468.78,1462871.9,23,backtest
2012-09-07,1427162.26,1432855.2,23,backtest
2012-09-14,1279041.64,1309850.9,23,backtest
2012-09-21,1338627.55,1277207.0,23,backtest
2012-09-28,1319035.06,1290175.6,23,backtest
2012-10-05,1464616.59,1416350.1,23,backtest
2012-10-12,1412925.25,1453687.1,23,backtest
2012-10-19,1363155.77,1453084.0,23,backtest
2012-10-26,1347454.59,1454791.2,23,backtest
2012-11-04,,1414538.0,23,future
2012-11-11,,1414538.0,23,future
2012-11-18,,1394370.0,23,future
2012-11-25,,1967766.5,23,future
2012-12-02,,1919623.5,23,future
2012-12-09,,1868034.0,23,future
2012-12-16,,2067081.2,23,future
2012-12-23,,2547880.8,23,future
2012-12-30,,1702008.5,23,future
2013-01-06,,1327866.9,23,future
2013-01-13,,1303470.8,23,future
2013-01-20,,1289425.0,23,future
