date,actual_revenue,forecast_revenue,store,type
2012-05-04,609274.89,615355.56,42,backtest
2012-05-11,643603.69,637337.56,42,backtest
2012-05-18,590636.38,534715.0,42,backtest
2012-05-25,535764.58,525004.8,42,backtest
2012-06-01,521953.78,584144.7,42,backtest
2012-06-08,642671.48,624760.9,42,backtest
2012-06-15,606309.13,577739.3,42,backtest
2012-06-22,540031.29,539566.56,42,backtest
2012-06-29,507403.77,519731.62,42,backtest
2012-07-06,618702.09,618451.75,42,backtest
2012-07-13,628099.08,649281.06,42,backtest
2012-07-20,530318.39,566245.8,42,backtest
2012-07-27,516352.21,520532.7,42,backtest
2012-08-03,573084.71,626097.1,42,backtest
2012-08-10,576620.31,644202.1,42,backtest
2012-08-17,575997.78,548772.5,42,backtest
2012-08-24,535537.03,548675.6,42,backtest
2012-08-31,504760.57,542939.2,42,backtest
2012-09-07,617405.35,546905.94,42,backtest
2012-09-14,586737.66,584916.2,42,backtest
2012-09-21,527165.7,545937.1,42,backtest
2012-09-28,505978.46,493889.88,42,backtest
2012-10-05,593162.53,605094.3,42,backtest
2012-10-12,612379.9,582297.1,42,backtest
2012-10-19,541406.98,554808.6,42,backtest
2012-10-26,514756.08,522744.66,42,backtest
2012-11-04,,568383.8,42,future
2012-11-11,,568383.8,42,future
2012-11-18,,568316.8,42,future
2012-11-25,,568316.8,42,future
2012-12-02,,568399.6,42,future
2012-12-09,,569018.3,42,future
2012-12-16,,568968.25,42,future
2012-12-23,,569151.06,42,future
2012-12-30,,552980.0,42,future
2013-01-06,,569877.2,42,future
2013-01-13,,571044.44,42,future
2013-01-20,,569605.25,42,future
