date,actual_revenue,forecast_revenue,store,type
2012-05-04,1187384.53,1134334.2,32,backtest
2012-05-11,1187051.07,1153608.0,32,backtest
2012-05-18,1177539.71,1150910.5,32,backtest
2012-05-25,1232784.22,1151755.0,32,backtest
2012-06-01,1157557.79,1160976.1,32,backtest
2012-06-08,1246322.44,1183018.8,32,backtest
2012-06-15,1234759.54,1178179.2,32,backtest
2012-06-22,1196880.11,1162309.8,32,backtest
2012-06-29,1178211.81,1177631.2,32,backtest
2012-07-06,1214183.97,1164029.0,32,backtest
2012-07-13,1141184.66,1126592.1,32,backtest
2012-07-20,1167829.33,1164013.6,32,backtest
2012-07-27,1144901.52,1155997.5,32,backtest
2012-08-03,1183571.35,1166749.5,32,backtest
2012-08-10,1227469.2,1191482.0,32,backtest
2012-08-17,1261306.37,1181343.8,32,backtest
2012-08-24,1272809.11,1169195.1,32,backtest
2012-08-31,1183979.27,1171837.2,32,backtest
2012-09-07,1126685.95,1133502.4,32,backtest
2012-09-14,1156377.47,1128718.4,32,backtest
2012-09-21,1159119.6,1122854.5,32,backtest
2012-09-28,1157111.15,1147534.9,32,backtest
2012-10-05,1202775.24,1173101.6,32,backtest
2012-10-12,1176681.31,1174138.8,32,backtest
2012-10-19,1199292.06,1172755.6,32,backtest
2012-10-26,1219979.29,1164881.1,32,backtest
2012-11-04,,1166712.1,32,future
2012-11-11,,1173330.4,32,future
2012-11-18,,1169569.4,32,future
2012-11-25,,1542725.4,32,future
2012-12-02,,1541689.8,32,future
2012-12-09,,1516774.2,32,future
2012-12-16,,1517439.1,32,future
2012-12-23,,1835917.4,32,future
2012-12-30,,1181125.8,32,future
2013-01-06,,1147425.1,32,future
2013-01-13,,1147130.6,32,future
2013-01-20,,1143962.4,32,future
