date,actual_revenue,forecast_revenue,store,type
2012-05-04,535311.64,513722.72,37,backtest
2012-05-11,527983.04,514847.03,37,backtest
2012-05-18,534847.96,538663.3,37,backtest
2012-05-25,540625.79,513247.06,37,backtest
2012-06-01,531811.85,503723.9,37,backtest
2012-06-08,528940.78,509687.9,37,backtest
2012-06-15,508573.16,507953.0,37,backtest
2012-06-22,484032.75,505646.12,37,backtest
2012-06-29,508309.81,507553.84,37,backtest
2012-07-06,519498.32,524877.75,37,backtest
2012-07-13,506005.47,507630.0,37,backtest
2012-07-20,503744.56,509168.47,37,backtest
2012-07-27,514489.17,509157.22,37,backtest
2012-08-03,521959.28,518944.22,37,backtest
2012-08-10,500964.59,505348.84,37,backtest
2012-08-17,509633.71,511226.7,37,backtest
2012-08-24,522665.04,517015.84,37,backtest
2012-08-31,538344.1,505562.5,37,backtest
2012-09-07,526838.14,514867.6,37,backtest
2012-09-14,514651.74,512013.78,37,backtest
2012-09-21,521320.98,525224.0,37,backtest
2012-09-28,527953.14,511355.1,37,backtest
2012-10-05,546122.37,537580.6,37,backtest
2012-10-12,521810.75,514888.75,37,backtest
2012-10-19,551969.1,528513.6,37,backtest
2012-10-26,534738.43,533689.44,37,backtest
2012-11-04,,526669.3,37,future
2012-11-11,,524752.4,37,future
2012-11-18,,524060.72,37,future
2012-11-25,,523851.94,37,future
2012-12-02,,533039.2,37,future
2012-12-09,,532807.0,37,future
2012-12-16,,531897.5,37,future
2012-12-23,,565705.5,37,future
2012-12-30,,463513.88,37,future
2013-01-06,,552170.8,37,future
2013-01-13,,539978.25,37,future
2013-01-20,,531300.94,37,future
