date,actual_revenue,forecast_revenue,store,type
2012-05-04,1995994.51,1940427.6,13,backtest
2012-05-11,2080764.17,1954499.9,13,backtest
2012-05-18,2131900.55,1954626.2,13,backtest
2012-05-25,2043349.41,1956783.6,13,backtest
2012-06-01,2035431.39,1980033.2,13,backtest
2012-06-08,2182437.9,1944264.1,13,backtest
2012-06-15,2152229.11,1969979.9,13,backtest
2012-06-22,2094373.0,1969140.1,13,backtest
2012-06-29,2037663.71,1971857.1,13,backtest
2012-07-06,2184980.35,1953490.4,13,backtest
2012-07-13,2002750.99,1969915.2,13,backtest
2012-07-20,2053089.32,1977918.2,13,backtest
2012-07-27,1914430.53,1963973.5,13,backtest
2012-08-03,2044148.23,1954109.0,13,backtest
2012-08-10,2041019.92,2039315.1,13,backtest
2012-08-17,2095769.18,1968908.8,13,backtest
2012-08-24,2059458.25,1976102.5,13,backtest
2012-08-31,2073855.42,1974722.2,13,backtest
2012-09-07,2165796.31,1950382.8,13,backtest
2012-09-14,1919917.03,1974542.4,13,backtest
2012-09-21,1938379.66,1911329.9,13,backtest
2012-09-28,1927664.11,2001326.0,13,backtest
2012-10-05,2041918.74,1977331.1,13,backtest
2012-10-12,1999079.44,2033999.1,13,backtest
2012-10-19,2018010.15,1971070.0,13,backtest
2012-10-26,2035189.66,1945444.9,13,backtest
2012-11-04,,1982805.1,13,future
2012-11-11,,1990438.9,13,future
2012-11-18,,2015548.0,13,future
2012-11-25,,2798548.5,13,future
2012-12-02,,2480651.2,13,future
2012-12-09,,2515435.2,13,future
2012-12-16,,2703436.0,13,future
2012-12-23,,3584326.5,13,future
2012-12-30,,2874618.5,13,future
2013-01-06,,1901209.5,13,future
2013-01-13,,1827017.8,13,future
2013-01-20,,1867406.5,13,future
