date,actual_revenue,forecast_revenue,store,type
2012-05-04,1450628.85,1369334.0,28,backtest
2012-05-11,1264575.18,1255570.4,28,backtest
2012-05-18,1213310.45,1195816.0,28,backtest
2012-05-25,1151214.41,1189130.2,28,backtest
2012-06-01,1245480.95,1317256.1,28,backtest
2012-06-08,1440687.69,1226335.4,28,backtest
2012-06-15,1229760.97,1299409.1,28,backtest
2012-06-22,1180671.55,1206265.5,28,backtest
2012-06-29,1129031.98,1184863.2,28,backtest
2012-07-06,1500863.54,1504899.4,28,backtest
2012-07-13,1179915.04,1237073.5,28,backtest
2012-07-20,1149427.48,1164009.0,28,backtest
2012-07-27,1135035.09,1135486.8,28,backtest
2012-08-03,1376520.1,1486353.4,28,backtest
2012-08-10,1269113.41,1238319.8,28,backtest
2012-08-17,1184198.41,1189498.8,28,backtest
2012-08-24,1199309.59,1163378.1,28,backtest
2012-08-31,1227118.75,1333590.2,28,backtest
2012-09-07,1469693.99,1222326.1,28,backtest
2012-09-14,1124660.77,1247982.9,28,backtest
2012-09-21,1135340.19,1164981.2,28,backtest
2012-09-28,1129508.61,1139361.6,28,backtest
2012-10-05,1462941.03,1447739.4,28,backtest
2012-10-12,1205536.71,1240763.8,28,backtest
2012-10-19,1143724.48,1170384.8,28,backtest
2012-10-26,1213860.61,1222154.6,28,backtest
2012-11-04,,1203556.6,28,future
2012-11-11,,1207593.4,28,future
2012-11-18,,1199721.9,28,future
2012-11-25,,1780288.5,28,future
2012-12-02,,1352458.5,28,future
2012-12-09,,1583283.1,28,future
2012-12-16,,1351677.0,28,future
2012-12-23,,1630323.4,28,future
2012-12-30,,1308633.2,28,future
2013-01-06,,1480948.0,28,future
2013-01-13,,1305935.2,28,future
2013-01-20,,1374920.9,28,future
