date,actual_revenue,forecast_revenue,store,type
2012-05-04,577868.38,546741.5,15,backtest
2012-05-11,579539.95,576008.5,15,backtest
2012-05-18,600050.98,575774.06,15,backtest
2012-05-25,693780.42,654166.44,15,backtest
2012-06-01,663971.26,641809.5,15,backtest
2012-06-08,611390.67,566207.0,15,backtest
2012-06-15,636737.65,636501.56,15,backtest
2012-06-22,687085.6,636585.5,15,backtest
2012-06-29,624099.48,645566.06,15,backtest
2012-07-06,678024.75,622964.25,15,backtest
2012-07-13,591335.5,616409.44,15,backtest
2012-07-20,592369.22,590732.25,15,backtest
2012-07-27,571190.83,605317.94,15,backtest
2012-08-03,590739.62,601533.2,15,backtest
2012-08-10,590453.63,601683.6,15,backtest
2012-08-17,579738.2,589679.6,15,backtest
2012-08-24,606210.77,600477.7,15,backtest
2012-08-31,610185.32,592356.2,15,backtest
2012-09-07,587259.82,609485.25,15,backtest
2012-09-14,527509.76,597255.7,15,backtest
2012-09-21,533161.64,533855.3,15,backtest
2012-09-28,553901.97,530714.6,15,backtest
2012-10-05,573498.64,547250.6,15,backtest
2012-10-12,551799.63,546464.25,15,backtest
2012-10-19,555652.77,583216.6,15,backtest
2012-10-26,558473.6,575556.75,15,backtest
2012-11-04,,574934.4,15,future
2012-11-11,,568623.8,15,future
2012-11-18,,572798.2,15,future
2012-11-25,,919425.56,15,future
2012-12-02,,899131.6,15,future
2012-12-09,,771688.44,15,future
2012-12-16,,771712.0,15,future
2012-12-23,,1079079.6,15,future
2012-12-30,,733912.25,15,future
2013-01-06,,512262.34,15,future
2013-01-13,,466032.22,15,future
2013-01-20,,509735.16,15,future
