date,actual_revenue,forecast_revenue,store,type
2012-05-04,1923957.09,1850714.1,2,backtest
2012-05-11,1917520.99,2034978.0,2,backtest
2012-05-18,2000940.67,1912088.9,2,backtest
2012-05-25,1912791.09,1896493.4,2,backtest
2012-06-01,1910092.37,1921424.1,2,backtest
2012-06-08,2010216.49,1952462.2,2,backtest
2012-06-15,1962924.3,1940738.6,2,backtest
2012-06-22,1887733.21,1943403.6,2,backtest
2012-06-29,1881046.12,1954857.4,2,backtest
2012-07-06,2041507.4,1883669.4,2,backtest
2012-07-13,1830075.13,1929944.8,2,backtest
2012-07-20,1819666.46,1867720.8,2,backtest
2012-07-27,1757923.88,1842415.8,2,backtest
2012-08-03,1946104.64,1855839.5,2,backtest
2012-08-10,1866719.96,1945571.0,2,backtest
2012-08-17,1928016.01,1890112.0,2,backtest
2012-08-24,1876788.15,1932021.1,2,backtest
2012-08-31,1947083.3,1908484.5,2,backtest
2012-09-07,1898777.07,1873079.9,2,backtest
2012-09-14,1814806.63,1879463.2,2,backtest
2012-09-21,1829415.67,1842040.2,2,backtest
2012-09-28,1746470.56,1844277.5,2,backtest
2012-10-05,1998321.04,1860529.2,2,backtest
2012-10-12,1900745.13,1910706.4,2,backtest
2012-10-19,1847990.41,1884631.0,2,backtest
2012-10-26,1834458.35,1869643.6,2,backtest
2012-11-04,,1957881.8,2,future
2012-11-11,,1953016.1,2,future
2012-11-18,,1957748.2,2,future
2012-11-25,,2451383.2,2,future
2012-12-02,,2406313.2,2,future
2012-12-09,,2449583.2,2,future
2012-12-16,,2405393.2,2,future
2012-12-23,,3189806.8,2,future
2012-12-30,,2363002.8,2,future
2013-01-06,,1970306.1,2,future
2013-01-13,,1970512.9,2,future
2013-01-20,,1963118.0,2,future
