date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,609736.12,647999.1090761465,600663.1203583437,695378.4185414452,9,backtest
2012-02-17,658965.05,587474.8290424043,540848.4938107594,637944.8539905369,9,backtest
2012-02-24,563578.79,580466.2667257036,534123.2861597525,628118.0480011775,9,backtest
2012-03-02,619498.28,568854.0937412289,523782.7635527612,613656.5734458399,9,backtest
2012-03-09,574955.95,555736.534669825,509217.73012057797,600897.2505690652,9,backtest
2012-03-16,550373.57,562764.4703514965,516192.11436657474,610624.1592812049,9,backtest
2012-03-23,550791.32,560034.2341465538,513525.74350774643,605685.2477759862,9,backtest
2012-03-30,574985.37,576526.1770640224,529611.2277938984,622267.9021436145,9,backtest
2012-04-06,677885.99,590291.1824546859,544196.3964686432,636603.9874544186,9,backtest
2012-04-13,578539.86,592061.6570239963,548187.755159555,637361.4416907036,9,backtest
2012-04-20,542819.03,583361.4106449866,536278.8033728284,628514.40853742,9,backtest
2012-04-27,550414.99,577823.0768473959,529855.4818655379,621681.3249757788,9,backtest
2012-05-04,586289.08,578023.0953823902,532861.9436370212,628794.1183722768,9,backtest
2012-05-11,592572.3,567939.3692226739,522967.62516962126,616087.4055712777,9,backtest
2012-05-18,571463.93,576995.7929040919,533072.044052518,623330.4283110559,9,backtest
2012-05-25,547226.0,602234.1578397282,555432.1334446379,649019.9509700644,9,backtest
2012-06-01,583648.59,603008.5529297224,558905.5854077948,646504.400023061,9,backtest
2012-06-08,582525.42,592370.6683750119,548948.8454585248,638063.5669943969,9,backtest
2012-06-15,564606.1,586314.8084576722,540563.5655229423,636341.740491404,9,backtest
2012-06-22,562173.12,575040.6814000718,527632.890653578,622250.536888094,9,backtest
2012-06-29,544770.7,574944.6795965843,527599.73751118,624717.4204719196,9,backtest
2012-07-06,578790.36,572213.7363454119,525423.4122734094,616446.8693371469,9,backtest
2012-07-13,536537.64,555327.7221614262,510901.70991606754,600415.8386930933,9,backtest
2012-07-20,513991.57,545466.8165295268,497309.8346082063,589569.9059185366,9,backtest
2012-07-27,495951.0,549080.1099336934,505113.9196102919,595578.9773218114,9,backtest
2012-08-03,533887.54,564540.8215614951,519334.16163728567,612883.0340217992,9,backtest
2012-08-10,538713.47,582354.408368521,536204.0602262507,628045.4738265452,9,backtest
2012-08-17,535153.47,596918.2852103966,550299.2825662687,639615.5875298871,9,backtest
2012-08-24,572887.78,587184.1931555994,542758.691148571,629694.7258418878,9,backtest
2012-08-31,576879.15,577751.9126099477,530539.2897940396,625568.9573778459,9,backtest
2012-09-07,565812.29,626022.59337598,577206.2609377797,674698.151378344,9,backtest
2012-09-14,523427.35,539058.3152778047,493803.93796610786,588564.6483222387,9,backtest
2012-09-21,533756.88,544860.799117744,499595.3054091006,593088.2933182011,9,backtest
2012-09-28,516361.06,578268.48156864,530976.5486014443,626126.1645668512,9,backtest
2012-10-05,606755.3,598018.609972938,554350.2524807602,644526.5836868293,9,backtest
2012-10-12,558464.8,589868.7677678667,541879.2555221486,633196.3425893621,9,backtest
2012-10-19,542009.46,597796.8852672589,553989.5805184125,644620.3799131667,9,backtest
2012-10-26,549731.49,604711.9147393623,560719.1211412294,654990.6851067214,9,backtest
2012-11-04,,659733.6450015634,616100.6329041462,705033.0599951802,9,future
2012-11-11,,696746.9284597257,650677.6759055604,746072.1769967931,9,future
2012-11-18,,720720.0798385281,675434.0805399016,770144.314587238,9,future
2012-11-25,,742288.8168764045,697122.768650571,789544.2585773522,9,future
2012-12-02,,774139.9104858927,728246.243525343,821822.5692968983,9,future
2012-12-09,,817271.6895607972,770482.9068594686,863273.3708123303,9,future
2012-12-16,,845561.2873336431,797866.106586571,894412.0827038239,9,future
2012-12-23,,824044.8289588798,777971.7636649,870022.1648576846,9,future
2012-12-30,,744744.610057663,696206.6369571767,788475.0390519914,9,future
2013-01-06,,643189.5618885315,597500.69233355,691045.3337597783,9,future
2013-01-13,,575041.9179639879,527047.4733052726,617122.4617516687,9,future
2013-01-20,,572295.2246678392,528637.7410667758,619046.1805574909,9,future
