date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,662198.65,636738.156706479,591537.8194461089,682966.2919007507,43,backtest
2012-02-17,660632.05,623903.1917025512,579197.010696657,668744.3466776771,43,backtest
2012-02-24,613042.97,620543.0947808946,579225.661849984,661954.1291714269,43,backtest
2012-03-02,693249.98,615294.0014447263,571756.4695648622,659289.7016374731,43,backtest
2012-03-09,636677.67,615016.1255741192,571105.5060364837,655587.1458607065,43,backtest
2012-03-16,661707.02,618165.0588142946,574808.9206559741,664230.5232628889,43,backtest
2012-03-23,610940.94,623485.0823661349,578891.8927961687,666968.465383731,43,backtest
2012-03-30,623258.4,628353.2242314117,583719.3587406528,670596.205121209,43,backtest
2012-04-06,658468.27,633087.3791803373,593234.273742458,675862.6148560424,43,backtest
2012-04-13,665687.92,637737.3196260195,595370.5561648264,680431.6125939477,43,backtest
2012-04-20,638144.98,642889.3865406722,599086.0601589729,686162.5564377652,43,backtest
2012-04-27,593138.59,650715.4859754398,604889.9435155444,692215.9042938807,43,backtest
2012-05-04,637964.2,657709.3461775609,615413.7693154631,701992.2284579843,43,backtest
2012-05-11,640159.04,662190.784221226,618217.4901007431,703849.7097415248,43,backtest
2012-05-18,648541.81,663037.2534497959,621749.513120594,709000.0276905596,43,backtest
2012-05-25,597406.39,660337.0601214533,613625.1461830863,703548.6012865547,43,backtest
2012-06-01,605078.62,654919.9421638988,612258.6796464084,699416.792016591,43,backtest
2012-06-08,643032.51,651323.2479661205,604175.6620000997,696284.7489731164,43,backtest
2012-06-15,634815.1,653705.866958181,609241.0280101534,695090.2738035129,43,backtest
2012-06-22,613270.79,660521.7088477835,617133.240299726,706109.4235442305,43,backtest
2012-06-29,593128.13,667243.8257036047,626291.7347598127,712224.7002153742,43,backtest
2012-07-06,645618.59,672560.8557740499,629276.9564932938,718217.8157351599,43,backtest
2012-07-13,627634.04,661504.4152457386,617121.8140431185,705750.0160632863,43,backtest
2012-07-20,596554.05,647732.9268719008,604529.6564457952,691898.4204520333,43,backtest
2012-07-27,572447.52,638182.1629256969,592666.4673238994,682736.8020327009,43,backtest
2012-08-03,614378.94,641692.4510199756,599521.6963590538,683328.4246148113,43,backtest
2012-08-10,643558.78,648663.2331838368,604282.2912721421,691475.1253195798,43,backtest
2012-08-17,640210.85,655485.7709499112,611191.446237129,697870.0669781411,43,backtest
2012-08-24,598234.64,658159.8077035262,616597.4281500077,700826.3215598657,43,backtest
2012-08-31,593141.29,655983.3109523566,614628.6870303458,700165.6409382275,43,backtest
2012-09-07,663814.18,658352.494566144,619285.9959283108,702280.9221518566,43,backtest
2012-09-14,625196.94,641726.8065110098,598368.5159771568,684559.3080500488,43,backtest
2012-09-21,601990.02,637936.0901871765,595893.158325051,682248.3802531685,43,backtest
2012-09-28,577792.32,639081.9557655636,596117.3215766452,682605.6536684303,43,backtest
2012-10-05,642614.89,649886.956672243,607104.1271373683,694252.2434146041,43,backtest
2012-10-12,619369.72,649489.1772308298,605379.6436158669,693584.7522989182,43,backtest
2012-10-19,623919.23,643119.9713675756,600842.504059565,687298.743287017,43,backtest
2012-10-26,587603.55,634793.6249094685,592592.6031945186,676531.8761315136,43,backtest
2012-11-04,,608381.6797039459,564792.8253581397,651442.1733352619,43,future
2012-11-11,,622197.574211864,579029.649840831,667155.0986974059,43,future
2012-11-18,,602875.4051497208,559491.4730712712,644622.7636699078,43,future
2012-11-25,,606458.9224303402,562730.8234258357,651566.2496753031,43,future
2012-12-02,,608370.9237365787,568128.058957472,649564.0534857397,43,future
2012-12-09,,607777.5593580473,567181.6961068473,647958.8311485015,43,future
2012-12-16,,607485.8139735003,564174.4356114669,653924.7820822344,43,future
2012-12-23,,609680.1327632087,566686.8054026391,656883.8790818088,43,future
2012-12-30,,612731.1795612974,570277.4773878516,658354.914127561,43,future
2013-01-06,,612956.1497400266,569988.6254896668,655567.1143927054,43,future
2013-01-13,,609235.4277739534,571644.9060476226,651608.6560828984,43,future
2013-01-20,,604879.4586985343,557807.5648138647,649372.5541537822,43,future
