date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,2103322.68,2201862.6472050385,2038123.255208578,2376708.4814737635,2,backtest
2012-02-17,2196688.46,1968818.479711966,1803765.473133586,2126791.649034055,2,backtest
2012-02-24,1861802.7,1962661.7627753327,1806105.1284680676,2126706.6974312016,2,backtest
2012-03-02,1952555.66,1947212.4885370296,1794952.074173444,2112203.7642638437,2,backtest
2012-03-09,1937628.26,1910370.874368033,1747557.5667405725,2068855.3749755693,2,backtest
2012-03-16,1976082.13,1898102.6173897972,1735679.833813086,2056624.0845900674,2,backtest
2012-03-23,1790439.16,1853717.793908101,1696454.6422661666,2014410.6381487064,2,backtest
2012-03-30,1857480.84,1837494.0742696591,1667361.2864791907,2002631.6877353822,2,backtest
2012-04-06,2129035.91,1880407.4926696897,1726532.2114799474,2054867.4417025328,2,backtest
2012-04-13,1935869.1,1870291.8288534207,1702443.7259182916,2033331.658331,2,backtest
2012-04-20,1847344.45,1837788.2681136532,1691901.1059621696,1998071.065468869,2,backtest
2012-04-27,1764133.09,1813887.8910780742,1652051.2067156846,1976965.016286635,2,backtest
2012-05-04,1923957.09,1836305.2827148899,1689906.4443977335,2016886.1009899545,2,backtest
2012-05-11,1917520.99,1821864.8078983342,1669243.412348215,1976821.3625295158,2,backtest
2012-05-18,2000940.67,1819121.0399790274,1653153.882451165,1984261.193243311,2,backtest
2012-05-25,1912791.09,1862203.8532597248,1710034.7882925202,2010911.2428966013,2,backtest
2012-06-01,1910092.37,1882920.6783073633,1713470.3996388165,2047378.1483801182,2,backtest
2012-06-08,2010216.49,1907643.2886039566,1740206.1580727824,2063313.9240481448,2,backtest
2012-06-15,1962924.3,1922446.124727638,1771934.2960324078,2085525.2472741774,2,backtest
2012-06-22,1887733.21,1895262.7592560383,1725565.2992627416,2064463.8154854975,2,backtest
2012-06-29,1881046.12,1854907.240893491,1705598.382762444,2014530.1374814715,2,backtest
2012-07-06,2041507.4,1862168.740977788,1688761.80922931,2025552.80196862,2,backtest
2012-07-13,1830075.13,1798696.483405228,1643897.191655393,1946802.3088774257,2,backtest
2012-07-20,1819666.46,1794998.0364585351,1626841.386455488,1952481.6205467333,2,backtest
2012-07-27,1757923.88,1814684.4325291272,1645504.609794592,1976569.6639687137,2,backtest
2012-08-03,1946104.64,1852921.2351858602,1692305.6293520252,2010923.3036247846,2,backtest
2012-08-10,1866719.96,1890198.8733511777,1726706.3731084205,2043073.3458626105,2,backtest
2012-08-17,1928016.01,1916920.3565408373,1745699.5626635153,2080816.1683122516,2,backtest
2012-08-24,1876788.15,1882572.1694875318,1723035.5350102922,2049713.9803814483,2,backtest
2012-08-31,1947083.3,1843676.4232705035,1685435.6587649754,2001197.1608720187,2,backtest
2012-09-07,1898777.07,1968487.9963036294,1798514.1940252555,2141822.024884465,2,backtest
2012-09-14,1814806.63,1681806.2795058016,1511898.536455885,1835153.8361214446,2,backtest
2012-09-21,1829415.67,1702903.571700687,1542519.1864639798,1854718.6226829726,2,backtest
2012-09-28,1746470.56,1823525.9288314779,1664892.031910961,1984612.2489421621,2,backtest
2012-10-05,1998321.04,1933107.9908826684,1776734.748645955,2093851.7940056946,2,backtest
2012-10-12,1900745.13,1865660.7271582647,1714703.5680080305,2027526.2937221525,2,backtest
2012-10-19,1847990.41,1858834.7386154407,1695925.3680281667,2026553.0108045405,2,backtest
2012-10-26,1834458.35,1895564.1652391225,1745963.373692691,2054259.2424320604,2,backtest
2012-11-04,,2119172.9351874767,1959634.7114008516,2274308.610981233,2,future
2012-11-11,,2148283.7593217324,1986879.7073596064,2327176.553102126,2,future
2012-11-18,,2277100.0673560305,2114002.04435278,2445414.737216203,2,future
2012-11-25,,2321803.9253224377,2168102.798192523,2477162.380980889,2,future
2012-12-02,,2458949.5220731967,2281649.4673255812,2614689.0070434907,2,future
2012-12-09,,2682987.6892914423,2521073.019186295,2844561.356426719,2,future
2012-12-16,,2846270.9850188745,2680406.663267448,3001927.562435949,2,future
2012-12-23,,2780427.563402184,2624619.604647944,2934739.151479227,2,future
2012-12-30,,2467295.254999405,2309447.3681829413,2627517.608012768,2,future
2013-01-06,,2080155.6221853779,1905532.7601877728,2243668.869417845,2,future
2013-01-13,,1844924.255542783,1669344.4740323073,2010908.6961459913,2,future
2013-01-20,,1855946.9503501062,1693356.2511894323,2016423.116180064,2,future
