date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,469787.38,442918.69265698997,417011.9471400091,467340.97751269327,38,backtest
2012-02-17,415513.97,465974.931815607,440067.20337363693,491360.686537056,38,backtest
2012-02-24,409411.61,461606.8760752519,434862.91757782735,488145.973884059,38,backtest
2012-03-02,471115.38,460176.02997670294,435863.3580217228,486925.5648995993,38,backtest
2012-03-09,452792.53,457180.37190822465,431410.2974086421,480718.20015620894,38,backtest
2012-03-16,428465.11,452441.27589015727,426530.2849840035,478196.8920902292,38,backtest
2012-03-23,412456.48,453907.25784207793,425955.2844407244,480790.2543421222,38,backtest
2012-03-30,408679.36,455453.59153637325,430194.13733745913,480632.14904608834,38,backtest
2012-04-06,499267.66,472156.1186920218,445856.8095927783,496197.14416405617,38,backtest
2012-04-13,435790.74,473882.298719077,447260.4155645265,500280.0119802858,38,backtest
2012-04-20,401615.8,472056.63106213266,446046.9804208315,496695.9114319807,38,backtest
2012-04-27,419964.77,464807.27296882233,440947.18434276886,492659.1392718192,38,backtest
2012-05-04,491755.69,467747.6000605356,441114.23731212516,493691.36270661734,38,backtest
2012-05-11,429914.6,468166.6296135567,443334.4427923632,494471.5279812583,38,backtest
2012-05-18,412314.71,461442.2095451564,435728.7313454117,487554.6876358997,38,backtest
2012-05-25,422810.12,470925.7809273727,444201.30621125724,497156.9921683095,38,backtest
2012-06-01,435579.7,478960.00924398657,453910.2547318168,504085.94993927295,38,backtest
2012-06-08,448110.25,472801.6449582378,448193.6992836662,497290.7161461948,38,backtest
2012-06-15,430222.07,478188.8776131191,451567.576854341,504196.92219368723,38,backtest
2012-06-22,405938.35,472204.770810548,446594.6985406509,497392.4433649781,38,backtest
2012-06-29,404634.36,469092.7926835458,444483.5536205603,495128.89037678216,38,backtest
2012-07-06,471086.22,498353.2528654751,471222.76142781234,523326.39971402136,38,backtest
2012-07-13,416036.75,493436.4403042728,468742.3370882068,517511.18360623234,38,backtest
2012-07-20,441683.74,505446.8715770362,478705.4519611267,531309.798262015,38,backtest
2012-07-27,407186.47,505759.2963973836,480016.6015537336,530720.3588508706,38,backtest
2012-08-03,469311.17,511865.7145929807,485871.60704646085,539363.5546664939,38,backtest
2012-08-10,436690.13,504824.5202093205,479501.68900365056,531356.5090220649,38,backtest
2012-08-17,411866.46,507532.25456977607,481411.8859805157,532043.0365401421,38,backtest
2012-08-24,397428.22,515828.3977048002,487969.06740501843,541526.5929513497,38,backtest
2012-08-31,424904.95,518031.6566368353,493662.2690912724,543266.5279297177,38,backtest
2012-09-07,490274.82,506199.15394388,481180.92569430725,530365.2897396875,38,backtest
2012-09-14,430944.39,531041.4238662095,505985.81703312177,555332.3457845997,38,backtest
2012-09-21,409600.98,526034.9649222175,500993.5294798069,551230.1589844038,38,backtest
2012-09-28,398468.08,514371.4447465829,489716.152524034,536311.794635474,38,backtest
2012-10-05,458479.01,542396.5038779038,516681.058449977,567172.1024281745,38,backtest
2012-10-12,437320.66,565524.2864360247,541178.3521155929,591209.3548999516,38,backtest
2012-10-19,428806.46,565359.0538894199,541481.2854592708,591226.2435943044,38,backtest
2012-10-26,417290.38,558228.5042789814,532964.8419331053,581739.3474085067,38,backtest
2012-11-04,,576812.0470233192,551351.9679109808,601963.8122857575,38,future
2012-11-11,,573254.9253752022,548011.7243769919,599128.0030731417,38,future
2012-11-18,,582188.1587347151,558907.4023954103,608018.3779711823,38,future
2012-11-25,,583607.905030046,556627.1864535614,606447.591422796,38,future
2012-12-02,,580170.2173599958,554732.2771788258,605543.9131698824,38,future
2012-12-09,,575342.114336259,551184.0700083934,599952.623021929,38,future
2012-12-16,,574343.9185948711,548497.9953394777,598060.8873524725,38,future
2012-12-23,,577506.1200449197,552960.4351361811,602340.2357217907,38,future
2012-12-30,,579400.2814115817,552768.9072543824,605408.4040629859,38,future
2013-01-06,,575497.0970829405,549460.4281365203,600266.0396458023,38,future
2013-01-13,,568749.9497353052,543906.5406873953,594446.884399624,38,future
2013-01-20,,567827.0265443727,543268.4504512968,594086.1349728315,38,future
