date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,1403460.87,1447560.4042673414,1329921.1131950412,1563500.2712499208,24,backtest
2012-02-17,1326370.08,1264137.120321532,1149787.5619686493,1383432.3572383875,24,backtest
2012-02-24,1303233.15,1267433.7166225738,1153609.7287282578,1394289.3545463271,24,backtest
2012-03-02,1213994.39,1272483.3595259022,1158646.8736521462,1394505.6739154842,24,backtest
2012-03-09,1325835.7,1270635.1047314012,1158533.3481903109,1389100.432906833,24,backtest
2012-03-16,1239299.12,1243887.691200758,1126784.054923274,1358570.880878583,24,backtest
2012-03-23,1221723.94,1222072.0954853855,1106843.5457178946,1345913.8475742738,24,backtest
2012-03-30,1230106.13,1215666.3076600914,1095185.64246597,1331149.799159082,24,backtest
2012-04-06,1524734.29,1241322.087428658,1119440.4209535406,1357056.2719813208,24,backtest
2012-04-13,1285783.87,1283407.1803004083,1161752.636735073,1409323.4543221763,24,backtest
2012-04-20,1208654.4,1288316.1586715397,1163724.6427582053,1410645.308117354,24,backtest
2012-04-27,1194334.65,1231867.7643674822,1112529.1396844597,1341210.7909381685,24,backtest
2012-05-04,1306551.71,1212249.7552033914,1093520.791593916,1325903.9299789115,24,backtest
2012-05-11,1355391.79,1255029.147231263,1141912.3996035268,1367552.8100965652,24,backtest
2012-05-18,1298809.8,1328882.0562441363,1202634.5830767043,1442308.186094716,24,backtest
2012-05-25,1407897.57,1379795.8429945821,1259990.5290526517,1495547.4070808338,24,backtest
2012-06-01,1467722.19,1380683.4038363062,1260620.7371085528,1498895.9750797166,24,backtest
2012-06-08,1406313.13,1331223.475171685,1217991.4569100486,1445719.6731505215,24,backtest
2012-06-15,1364445.98,1325830.1719199151,1206636.6916644832,1440852.531029773,24,backtest
2012-06-22,1434709.63,1361332.3685912914,1241107.2040819244,1483559.7178686294,24,backtest
2012-06-29,1428869.9,1410370.6755205062,1292522.2666225468,1528619.302903243,24,backtest
2012-07-06,1645097.75,1442737.7631083364,1324339.3208879945,1571292.6452744447,24,backtest
2012-07-13,1405475.78,1412599.024304572,1291453.6594690888,1535914.1032208924,24,backtest
2012-07-20,1394299.0,1352328.3590261904,1241837.148264631,1474499.5180318516,24,backtest
2012-07-27,1307339.14,1296927.0074920298,1183450.2211489808,1412681.349767049,24,backtest
2012-08-03,1440374.13,1284318.1159512862,1173443.9936269654,1413279.8458431172,24,backtest
2012-08-10,1497054.81,1304908.9193732033,1195264.8841490103,1426141.8028614323,24,backtest
2012-08-17,1397970.54,1321521.3740305686,1204348.1124601897,1443877.5935400696,24,backtest
2012-08-24,1303726.54,1307865.7120663396,1199068.0045311013,1431418.8178134297,24,backtest
2012-08-31,1344558.92,1263216.3396376327,1146890.6355352995,1381429.9633729074,24,backtest
2012-09-07,1477134.75,1382549.183513254,1259679.8475812902,1497402.9602096095,24,backtest
2012-09-14,1242909.53,1156016.422320364,1042883.1646026751,1281244.5793564403,24,backtest
2012-09-21,1261158.47,1160741.7724320507,1042978.0001306332,1280564.2523490728,24,backtest
2012-09-28,1259278.36,1204371.4085794203,1085173.134390045,1327128.8609064214,24,backtest
2012-10-05,1416720.54,1260756.7281624204,1144194.6005723139,1381651.2112118546,24,backtest
2012-10-12,1416301.17,1260066.8345354665,1138558.944796088,1379464.1688360085,24,backtest
2012-10-19,1255414.84,1244088.4159080673,1123716.644882226,1363118.889517646,24,backtest
2012-10-26,1307182.29,1239835.5047471465,1126176.0005920802,1348786.0200838372,24,backtest
2012-11-04,,1201333.4981225498,1083424.2365407483,1323093.4194256885,24,future
2012-11-11,,1323550.8297830527,1196506.8198395867,1431985.1827664773,24,future
2012-11-18,,1255415.1875080676,1142519.3377475722,1377794.4351057021,24,future
2012-11-25,,1298106.3752055045,1181844.0384634319,1406628.7126927075,24,future
2012-12-02,,1390823.91047744,1266152.1250528297,1507012.2255238262,24,future
2012-12-09,,1519222.6059712635,1403907.193596891,1632489.3306343695,24,future
2012-12-16,,1605457.7172933018,1486779.3038367392,1726624.9057838474,24,future
2012-12-23,,1564074.6678094012,1450817.6740440587,1686227.3645889035,24,future
2012-12-30,,1385650.8903400144,1264895.1347826628,1498027.5572987827,24,future
2013-01-06,,1161065.333960263,1042169.8102346294,1280416.0437636594,24,future
2013-01-13,,1012856.124209698,898005.0563943525,1133175.2847315518,24,future
2013-01-20,,996364.499305082,881925.4047378151,1114415.1556912933,24,future
