date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,473766.97,542127.8978885605,498370.14407128975,586252.544091203,16,backtest
2012-02-17,494069.49,499240.2425116881,454261.73888853996,541707.0127045796,16,backtest
2012-02-24,495720.3,474557.7774581141,429858.46086263715,522291.0587532485,16,backtest
2012-03-02,464189.09,471530.4734673534,426523.89573842596,519463.2471417122,16,backtest
2012-03-09,495951.66,495361.192800858,452090.69190492533,540166.3717436842,16,backtest
2012-03-16,520850.71,516165.68178618286,468442.77187175484,561793.5442849695,16,backtest
2012-03-23,493503.89,502311.6731905609,452227.1836371318,547175.5715326553,16,backtest
2012-03-30,485095.41,477118.42341120006,429843.0676205826,519213.0936428984,16,backtest
2012-04-06,502662.07,438109.4600810516,393896.81862772914,483115.18401928595,16,backtest
2012-04-13,450756.71,406322.4094561891,361881.78555574256,450686.14707490033,16,backtest
2012-04-20,436221.26,384967.6174690123,339657.85332703823,430930.0206796683,16,backtest
2012-04-27,398445.15,388256.9409299103,344512.1772458782,432951.23417095124,16,backtest
2012-05-04,426959.62,378808.8199641747,332685.6937110474,426099.7791267599,16,backtest
2012-05-11,479855.0,397516.80328928144,349773.9600015551,439134.1205593042,16,backtest
2012-05-18,493506.47,432154.47153377114,384971.6487932226,478592.6410772754,16,backtest
2012-05-25,518045.09,467887.10386375553,420751.7446482444,510867.5002867187,16,backtest
2012-06-01,532311.93,499156.8665178199,455042.6578666208,542546.3635918128,16,backtest
2012-06-08,603618.89,529906.2055017878,482929.69291061675,574758.7076840884,16,backtest
2012-06-15,570045.79,554154.5694352444,506725.72872825013,601433.5595498631,16,backtest
2012-06-22,581745.72,581053.1810337504,533723.0705254922,626611.0271345578,16,backtest
2012-06-29,570162.28,601617.3155768823,555392.291512528,644638.8776760797,16,backtest
2012-07-06,641763.53,609336.7372728934,564002.0795211024,656893.3926270367,16,backtest
2012-07-13,569005.06,602737.352002181,557762.5096688332,651942.1881715013,16,backtest
2012-07-20,565297.54,596048.0191550431,552820.6317966445,642363.0832893681,16,backtest
2012-07-27,539337.87,593098.2794753062,545873.9351006873,640399.780522213,16,backtest
2012-08-03,584000.71,584724.709837235,539736.4729248341,628871.852176796,16,backtest
2012-08-10,554036.84,571668.9089021306,521514.5426310753,616733.2247914516,16,backtest
2012-08-17,521896.6,552040.4142536912,506451.02390773187,598022.1551081488,16,backtest
2012-08-24,551152.15,554500.293960312,508968.19394970767,597416.7494906256,16,backtest
2012-08-31,551837.31,568607.1433689487,523059.46819325356,613091.1985981907,16,backtest
2012-09-07,537138.58,601257.833018685,556064.3048698321,643934.3256879712,16,backtest
2012-09-14,526525.16,534994.3255333849,487644.13056654774,578809.4704346538,16,backtest
2012-09-21,509942.56,496456.4469103854,449379.7372599377,537678.28304317,16,backtest
2012-09-28,469607.73,469683.94913639827,426122.9699971791,513843.46139353,16,backtest
2012-10-05,471281.68,502231.7682877596,458930.24045028735,547555.8836606445,16,backtest
2012-10-12,491817.19,517400.8912097491,471465.37436218886,560962.2749026379,16,backtest
2012-10-19,577198.97,530408.6580354384,486292.14560660976,576916.0815307106,16,backtest
2012-10-26,475770.14,532498.6562815901,485535.52834073047,579512.7472707896,16,backtest
2012-11-04,,480905.6935171855,436031.32994416327,525189.2250271977,16,future
2012-11-11,,491633.58852533123,442124.74755639373,538725.4470546256,16,future
2012-11-18,,504922.3990013675,459087.4976608868,546173.3216179556,16,future
2012-11-25,,526864.3702174032,480613.03226130636,575640.4574975959,16,future
2012-12-02,,562602.9581348666,518190.3548070565,604873.3259334668,16,future
2012-12-09,,620645.9389789008,576301.2112397313,665375.9256645676,16,future
2012-12-16,,686103.9221467407,641433.9260237599,729489.8590708427,16,future
2012-12-23,,717133.6392587678,673366.2149172534,764673.8231701618,16,future
2012-12-30,,677302.0384793058,628290.1955168379,721511.4804700639,16,future
2013-01-06,,575371.7122916041,527774.6282424768,623341.8188812945,16,future
2013-01-13,,467372.5099319124,421045.2088939168,513696.78096047865,16,future
2013-01-20,,411969.68592555705,363949.4534857468,458064.82740627514,16,future
