date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,1802477.43,1783428.414461736,1671736.3116622928,1894084.7438826966,1,backtest
2012-02-17,1819870.0,1671557.8829146656,1571959.800918427,1791056.889275589,1,backtest
2012-02-24,1539387.83,1650713.7167370026,1532429.01597117,1770850.8963189973,1,backtest
2012-03-02,1688420.76,1612730.5853086787,1498528.479863376,1730142.7971791956,1,backtest
2012-03-09,1675431.16,1589323.8556193244,1470690.2348825193,1698160.9320580682,1,backtest
2012-03-16,1677472.78,1612006.8337280743,1505855.7768373522,1732584.9851935403,1,backtest
2012-03-23,1511068.07,1620844.122981405,1503074.5214328025,1731321.6396206368,1,backtest
2012-03-30,1649604.63,1620626.943286774,1493796.2530331255,1729060.5593086598,1,backtest
2012-04-06,1899676.88,1623656.4729409718,1508558.3923144483,1740484.2485278083,1,backtest
2012-04-13,1621031.7,1604893.7123812966,1478785.6584679864,1720162.6170601177,1,backtest
2012-04-20,1521577.87,1587053.7043038097,1468564.4231399163,1698474.909039009,1,backtest
2012-04-27,1468928.37,1580537.877962261,1465056.6513222796,1690700.029368597,1,backtest
2012-05-04,1684519.99,1598121.4581442766,1486195.3559314832,1711762.6829173584,1,backtest
2012-05-11,1611096.05,1585527.2790279072,1465462.6560827256,1700914.7469261778,1,backtest
2012-05-18,1595901.87,1566971.7497573395,1454328.910743387,1687037.7746057014,1,backtest
2012-05-25,1555444.55,1581126.3116127208,1467589.1004991392,1693945.468979757,1,backtest
2012-06-01,1624477.58,1584972.0806696722,1468919.865330621,1696175.5696951535,1,backtest
2012-06-08,1697230.96,1591922.844881839,1477785.6496943226,1702419.7191245423,1,backtest
2012-06-15,1630607.0,1594304.314864339,1476020.0457259335,1708139.4452814674,1,backtest
2012-06-22,1527845.81,1576275.2576729718,1460996.3583035753,1681589.078454144,1,backtest
2012-06-29,1540421.49,1566840.3575083513,1452687.217871863,1678243.7603510278,1,backtest
2012-07-06,1769854.16,1538445.5580681944,1428525.2953016863,1649748.3765829396,1,backtest
2012-07-13,1527014.04,1509453.8612992053,1397318.107884842,1618471.6875347705,1,backtest
2012-07-20,1497954.76,1515262.129729766,1403314.8254269608,1625276.6322264557,1,backtest
2012-07-27,1439123.71,1528651.9064615995,1413823.2927138812,1647067.3930445407,1,backtest
2012-08-03,1631135.79,1554535.6353257303,1437387.357271486,1675257.375350621,1,backtest
2012-08-10,1592409.97,1580766.8886846849,1455117.2835835884,1699291.1755142033,1,backtest
2012-08-17,1597868.05,1612072.960982681,1507419.8572945443,1725296.301108142,1,backtest
2012-08-24,1494122.38,1602719.9326322812,1494187.445510933,1723122.3462362436,1,backtest
2012-08-31,1582083.4,1585629.663247675,1477819.2335600501,1696969.1135061407,1,backtest
2012-09-07,1661767.33,1649623.8448708225,1537497.971691448,1759848.4154373468,1,backtest
2012-09-14,1517428.87,1493615.7361282755,1376429.9914982212,1606033.0352464917,1,backtest
2012-09-21,1506126.06,1494780.868162298,1385095.4085284458,1612472.7704345793,1,backtest
2012-09-28,1437059.26,1560009.956481569,1444502.534882481,1663818.4912919535,1,backtest
2012-10-05,1670785.97,1588900.1502162754,1470188.0867886988,1697404.4488909203,1,backtest
2012-10-12,1573072.81,1572253.54034198,1452634.093832933,1686281.8119660062,1,backtest
2012-10-19,1508068.77,1565685.468528352,1455226.29916516,1681637.3086927028,1,backtest
2012-10-26,1493659.74,1573415.2852471306,1461370.9522071616,1695125.2004137484,1,backtest
2012-11-04,,1728519.2330789254,1613392.1305424562,1827726.9863669232,1,future
2012-11-11,,1787330.7013765979,1668599.778448849,1897995.0453479716,1,future
2012-11-18,,1846811.1261049942,1740306.4963154593,1962964.3036354852,1,future
2012-11-25,,1876337.9216393474,1767825.6611765882,1985850.81106589,1,future
2012-12-02,,1934041.6942713412,1822826.4361265511,2048404.157766386,1,future
2012-12-09,,2034403.4358075133,1924882.5733670935,2138700.0124472408,1,future
2012-12-16,,2121561.4912362634,2009394.9201783508,2232399.2861835905,1,future
2012-12-23,,2106404.688265092,1990399.4314562143,2222590.574828589,1,future
2012-12-30,,1953736.0282540515,1836256.918911505,2067058.7131140751,1,future
2013-01-06,,1731883.0807135454,1626679.787845813,1849528.6559313298,1,future
2013-01-13,,1568811.147680711,1462951.089990596,1691962.6738206781,1,future
2013-01-20,,1551278.0349291635,1438061.4651425653,1656915.070217443,1,future
