date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,527041.46,539446.0574782456,520319.8422538378,560116.1794858888,37,backtest
2012-02-17,541071.29,562183.5790180147,542379.7699606003,583935.4404237715,37,backtest
2012-02-24,518696.89,550866.9100506308,531444.5672646431,571287.9571048288,37,backtest
2012-03-02,525559.17,535195.553790465,515054.85435420414,553902.8458219134,37,backtest
2012-03-09,535937.25,520713.52674274426,500299.99157052016,539806.0231921335,37,backtest
2012-03-16,484588.34,515859.4607334656,497038.54086631344,533403.1908885626,37,backtest
2012-03-23,520887.23,526022.5864377215,506741.3203490702,545702.9991440699,37,backtest
2012-03-30,533734.94,543542.7925913079,524340.7425766,562838.4784880277,37,backtest
2012-04-06,564848.78,561613.4355215055,544598.0698708801,581802.7974694618,37,backtest
2012-04-13,506973.17,559979.6756779514,538969.8838166281,579240.0187940933,37,backtest
2012-04-20,523483.19,550886.8952054892,530904.6240724646,569690.6636442544,37,backtest
2012-04-27,528807.45,544797.6921246175,524946.8810697658,564373.1253623514,37,backtest
2012-05-04,535311.64,545016.6080580126,524894.396445255,564731.4072296671,37,backtest
2012-05-11,527983.04,548327.1299658316,529380.030594888,568357.8087248785,37,backtest
2012-05-18,534847.96,544607.1519527739,525369.6961139506,564460.6686593372,37,backtest
2012-05-25,540625.79,531403.2686145158,512082.62117988715,550825.7952702371,37,backtest
2012-06-01,531811.85,520954.76538792485,501874.65906652366,540782.7054235626,37,backtest
2012-06-08,528940.78,520120.85830078257,499915.2627997871,538729.514062127,37,backtest
2012-06-15,508573.16,525231.4520819557,505358.57633523876,544438.290418798,37,backtest
2012-06-22,484032.75,527579.8545211545,508908.0484987949,547331.2164297663,37,backtest
2012-06-29,508309.81,519961.9346417332,500037.57261329226,538746.6812277371,37,backtest
2012-07-06,519498.32,522543.65667410265,504254.66779732425,544215.0034976423,37,backtest
2012-07-13,506005.47,520743.93020016607,500459.38559200737,539273.9832763504,37,backtest
2012-07-20,503744.56,524011.67793671764,502317.0603412409,543659.2805036732,37,backtest
2012-07-27,514489.17,528618.0830899337,510337.3197816914,550078.1278370533,37,backtest
2012-08-03,521959.28,528400.0215314212,508159.92189030227,548344.7425498113,37,backtest
2012-08-10,500964.59,529107.7960021878,509895.63844765833,548571.9360987715,37,backtest
2012-08-17,509633.71,534109.8318411867,515184.07242622034,554922.3431006875,37,backtest
2012-08-24,522665.04,545282.5891203181,523694.7569156928,565925.4134811348,37,backtest
2012-08-31,538344.1,552731.1182681307,532682.7461132875,573402.6236095738,37,backtest
2012-09-07,526838.14,531558.3616737111,512363.874709091,551477.117821415,37,backtest
2012-09-14,514651.74,550759.1448545285,531335.8663067874,572082.6226402501,37,backtest
2012-09-21,521320.98,546736.805428426,528229.3922489941,567057.238086826,37,backtest
2012-09-28,527953.14,544786.415033432,525446.7364904283,565360.703510321,37,backtest
2012-10-05,546122.37,557272.0087882719,537586.4575939662,577382.2003095982,37,backtest
2012-10-12,521810.75,555420.4668102217,535636.4836952069,575673.542037,37,backtest
2012-10-19,551969.1,552370.0229521658,532355.2427053122,571741.0062044072,37,backtest
2012-10-26,534738.43,554065.990962274,534863.0446891988,572518.5152701355,37,backtest
2012-11-04,,587596.7267928848,568730.2639256539,606916.2786691885,37,future
2012-11-11,,551603.6782625382,532053.2351103749,571254.2317517974,37,future
2012-11-18,,591760.1745896452,572609.8819362388,612290.1889328368,37,future
2012-11-25,,582335.9137705491,563437.4652545555,601503.5852075026,37,future
2012-12-02,,577634.7731578947,558444.4808417249,596743.0335342295,37,future
2012-12-09,,584114.8566453288,565521.7613128391,604239.9229342471,37,future
2012-12-16,,596145.0824365868,577429.9390931139,616980.2455379212,37,future
2012-12-23,,601863.027855916,582737.8565212077,622679.4123598181,37,future
2012-12-30,,595652.7917785255,576424.7381826588,614403.8686303729,37,future
2013-01-06,,583490.3254819526,563817.4425069061,603356.9201962262,37,future
2013-01-13,,576210.3230841637,557487.8323887219,595647.3511765224,37,future
2013-01-20,,579171.1305143138,559607.1270572139,598829.787949381,37,future
