date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,770652.79,832760.2508286589,747123.3896832376,919032.8657431799,21,backtest
2012-02-17,834663.52,705572.0069396487,621719.4899735193,805419.7451660752,21,backtest
2012-02-24,747099.07,760007.0942355604,675776.2274503914,849887.7302233919,21,backtest
2012-03-02,764385.4,760888.7258411227,668807.4829962301,846762.6601894666,21,backtest
2012-03-09,755084.4,706225.852832381,621195.7984137101,789009.8764515168,21,backtest
2012-03-16,767338.32,712123.9428567796,625876.4064808104,800612.526856376,21,backtest
2012-03-23,729759.97,694584.6565843741,610483.1975147534,780713.0421473257,21,backtest
2012-03-30,724798.76,724139.977940241,639505.7124693524,815308.0467041569,21,backtest
2012-04-06,761956.58,716347.2194415234,629545.2173779543,809739.1727592839,21,backtest
2012-04-13,769319.04,701163.6399979993,614956.7100258607,786887.1418006213,21,backtest
2012-04-20,734858.91,672393.1523587935,584237.8783893422,751200.9800314478,21,backtest
2012-04-27,674829.58,676904.941478689,589645.3164082685,764277.6990402193,21,backtest
2012-05-04,697645.32,723099.4643113825,637377.3345393927,807344.2326633389,21,backtest
2012-05-11,649945.54,688449.0475840943,602093.5502153109,767292.1938112065,21,backtest
2012-05-18,700554.16,656568.9611072529,575140.4644511272,745464.8813135814,21,backtest
2012-05-25,722891.24,684896.4644624229,596439.5243087108,775010.3151762553,21,backtest
2012-06-01,695439.83,681993.7562776414,597840.2417868486,767712.3199730882,21,backtest
2012-06-08,707895.72,687292.5013042559,608630.0380733478,775798.5201340584,21,backtest
2012-06-15,727049.04,690814.5535573758,603995.3150836015,779979.402691104,21,backtest
2012-06-22,735870.0,668429.3079743568,586466.4295200018,757503.8567218636,21,backtest
2012-06-29,716341.39,683274.5467587006,591817.9550366908,766086.6237612402,21,backtest
2012-07-06,693013.59,634838.8473627408,553557.0001319876,723699.8534962499,21,backtest
2012-07-13,668132.36,619788.303345231,532318.8212332223,710206.1136895225,21,backtest
2012-07-20,691200.33,626407.9949740238,545728.9584835878,710917.2633268369,21,backtest
2012-07-27,677789.14,641979.2011815754,551973.1352612597,730420.31745715,21,backtest
2012-08-03,693785.85,667262.2596309802,577729.1082256442,753071.3489109398,21,backtest
2012-08-10,700272.01,691440.4118369902,602595.0932026088,777933.2856325777,21,backtest
2012-08-17,751963.81,710250.9876824406,625300.4729742164,798938.1837788518,21,backtest
2012-08-24,802003.61,664843.5730451739,583066.0358882544,755511.5741738861,21,backtest
2012-08-31,763867.59,646162.0884772482,564054.3610337967,735080.995249355,21,backtest
2012-09-07,642827.29,739103.4563246097,652288.5999384823,822438.7019299465,21,backtest
2012-09-14,628494.63,498296.37465091347,410277.5569212237,583916.2482272366,21,backtest
2012-09-21,667151.46,512584.91830026236,426273.09227156854,596692.9361732966,21,backtest
2012-09-28,647097.65,642375.6372550245,555383.9588420755,724733.7831328993,21,backtest
2012-10-05,651768.91,603710.937411337,522736.4792230163,692546.1175251383,21,backtest
2012-10-12,653043.44,557015.7920653062,474065.8583881848,645468.7421981661,21,backtest
2012-10-19,641368.14,599899.1040859959,513738.5982779505,690464.6141440902,21,backtest
2012-10-26,675202.87,639949.8212510636,545680.9825440622,720254.0251595839,21,backtest
2012-11-04,,687213.7689845967,604847.1400776908,771640.3521118469,21,future
2012-11-11,,702269.9695139801,615593.7981492725,793277.3834807427,21,future
2012-11-18,,771243.6509184829,691295.6817070016,859280.53604376,21,future
2012-11-25,,821688.5335518398,731210.4916816918,909320.8844946824,21,future
2012-12-02,,918739.8771301813,834942.6563137147,1004673.3386294169,21,future
2012-12-09,,1033207.0524255829,949414.0315141238,1121958.8210338969,21,future
2012-12-16,,1089778.0500057293,1003690.4870955673,1176879.4736565626,21,future
2012-12-23,,1034893.6705201329,946439.6034450071,1124507.9082702543,21,future
2012-12-30,,890109.3916502182,802360.6287005406,986607.550602512,21,future
2013-01-06,,735726.7951055377,650450.2562850321,820238.7022051859,21,future
2013-01-13,,644218.5737963917,556514.0877820908,733487.3019219999,21,future
2013-01-20,,631113.2812159966,546594.2128571633,718132.9393752118,21,future
