date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,1129422.86,1237276.8901277217,1141397.2088669946,1338564.2538442446,32,backtest
2012-02-17,1243812.59,1121711.6542050538,1031707.0985906653,1213449.6787390294,32,backtest
2012-02-24,1091822.72,1123662.5515365775,1027826.4810957428,1215098.5368153974,32,backtest
2012-03-02,1153332.89,1152610.5822147243,1049926.2881115552,1253141.3169146688,32,backtest
2012-03-09,1124537.97,1166794.4015044346,1070318.606018933,1263082.9810365986,32,backtest
2012-03-16,1138101.18,1146774.8096066553,1044734.0423106382,1253329.9001062273,32,backtest
2012-03-23,1146632.46,1119754.056325611,1019984.2822798849,1221080.4122987406,32,backtest
2012-03-30,1108686.87,1107688.665236783,1008920.0943755236,1213087.7409827407,32,backtest
2012-04-06,1270577.01,1158794.3459129287,1057640.09373877,1254636.6318427,32,backtest
2012-04-13,1171834.47,1178048.6415728957,1078758.0163148195,1273406.63608314,32,backtest
2012-04-20,1121405.91,1183613.1783039204,1085985.0638442999,1284481.9312470835,32,backtest
2012-04-27,1126962.44,1169021.26214653,1070541.3321850733,1278069.0959294303,32,backtest
2012-05-04,1187384.53,1168920.003713806,1066027.0871225488,1263922.639845584,32,backtest
2012-05-11,1187051.07,1187166.252266046,1087734.8884053435,1280701.614905717,32,backtest
2012-05-18,1177539.71,1211278.4689783715,1115470.481435983,1308835.7874367908,32,backtest
2012-05-25,1232784.22,1229361.01821522,1131234.3674671855,1328369.7879462775,32,backtest
2012-06-01,1157557.79,1238407.3874310348,1135772.0616767171,1332439.0557837219,32,backtest
2012-06-08,1246322.44,1241795.2454136643,1133736.6382677122,1344143.159814413,32,backtest
2012-06-15,1234759.54,1245149.6277843923,1153649.81798301,1346647.905935635,32,backtest
2012-06-22,1196880.11,1236907.0432783137,1138496.8770895845,1333394.4185995762,32,backtest
2012-06-29,1178211.81,1215679.0945643068,1124344.7000528218,1317093.043542056,32,backtest
2012-07-06,1214183.97,1239158.1281955992,1138602.32761521,1342431.7297831813,32,backtest
2012-07-13,1141184.66,1234505.7807067928,1131085.4021842554,1324144.682831862,32,backtest
2012-07-20,1167829.33,1239438.7854304933,1139595.3328039313,1336213.8950845185,32,backtest
2012-07-27,1144901.52,1255834.3343553836,1152865.7356340382,1357638.4879270617,32,backtest
2012-08-03,1183571.35,1276420.4741120045,1174679.9340415762,1372922.4990062476,32,backtest
2012-08-10,1227469.2,1296923.0259304538,1198668.2072550275,1396325.8495418371,32,backtest
2012-08-17,1261306.37,1312847.1729146512,1216026.349119548,1407707.6321330036,32,backtest
2012-08-24,1272809.11,1300934.0831511004,1211225.3550121686,1398306.1861737242,32,backtest
2012-08-31,1183979.27,1250447.1187584244,1152565.9108519633,1349591.7794589757,32,backtest
2012-09-07,1126685.95,1284432.5375708598,1190581.7440395404,1384052.9870255578,32,backtest
2012-09-14,1156377.47,1158230.945572139,1055869.2411606752,1260300.7788569364,32,backtest
2012-09-21,1159119.6,1176308.7418750485,1080402.7052816038,1282472.5657920563,32,backtest
2012-09-28,1157111.15,1228725.1863350738,1127122.9951903955,1325902.8289795283,32,backtest
2012-10-05,1202775.24,1324865.613045492,1215845.529761857,1417660.384666265,32,backtest
2012-10-12,1176681.31,1318602.5882920604,1218087.6005968282,1415700.9690271853,32,backtest
2012-10-19,1199292.06,1286118.1254705396,1181656.3259223716,1377657.4626888542,32,backtest
2012-10-26,1219979.29,1288689.0981448079,1192163.0065228222,1392154.3151097833,32,backtest
2012-11-04,,1308603.3248814382,1210963.5274286026,1407081.0524890455,32,future
2012-11-11,,1290467.457699733,1198247.36487268,1391637.5495556837,32,future
2012-11-18,,1389116.5251549045,1286105.4831584117,1486420.164021399,32,future
2012-11-25,,1422621.8147990454,1323246.427755389,1519149.1610219867,32,future
2012-12-02,,1502793.355418236,1400598.8289376833,1601693.274168154,32,future
2012-12-09,,1616763.650688512,1519073.7490697266,1717057.5905779833,32,future
2012-12-16,,1681467.0490082265,1587356.3242966079,1786460.2493776171,32,future
2012-12-23,,1614392.4494227075,1514805.252012869,1710409.784044505,32,future
2012-12-30,,1422420.292212029,1323431.759788717,1522732.8312283482,32,future
2013-01-06,,1210762.2752716444,1109140.610100905,1305943.6354306515,32,future
2013-01-13,,1095305.012473281,1001590.8137998701,1189962.3694238125,32,future
2013-01-20,,1105462.4165118497,1005509.9433724163,1207991.460418399,32,future
