date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,1651605.35,1782548.3582497756,1599698.6836095913,1958841.9103275381,27,backtest
2012-02-17,1606221.56,1519127.1272281213,1329483.0409004895,1687578.8839697866,27,backtest
2012-02-24,1648602.39,1482314.3622626183,1310141.605533362,1654914.2147164424,27,backtest
2012-03-02,1509323.09,1462604.2434175045,1280433.9830510553,1634911.306447912,27,backtest
2012-03-09,1607343.41,1506711.2937684467,1333040.577163173,1687544.0918885537,27,backtest
2012-03-16,1635984.07,1564548.3968099088,1400593.0976438331,1749298.6382088063,27,backtest
2012-03-23,1620839.34,1627425.9732995578,1435371.2047337762,1801748.842694267,27,backtest
2012-03-30,1615494.14,1631533.839374277,1458045.7921402396,1805197.8786079616,27,backtest
2012-04-06,1899013.34,1649405.815224496,1483246.7692384606,1834781.952368253,27,backtest
2012-04-13,1650405.21,1686309.0199942612,1509939.1094628957,1868428.5624230036,27,backtest
2012-04-20,1639999.47,1706914.9080445266,1533018.547854794,1892211.6626562527,27,backtest
2012-04-27,1565498.84,1610072.493498302,1421307.8567511395,1791755.2361975398,27,backtest
2012-05-04,1669388.45,1577378.4367238185,1388487.2329496818,1747174.8149313228,27,backtest
2012-05-11,1674306.31,1615913.2121539977,1432032.1488262413,1781941.3663545395,27,backtest
2012-05-18,1707158.82,1697445.6765313516,1519498.9602614471,1879233.0052230319,27,backtest
2012-05-25,1818906.73,1740148.7887305978,1562938.7270107418,1921243.3376706936,27,backtest
2012-06-01,1900638.6,1770781.3622765038,1581560.8807280788,1951104.3297653904,27,backtest
2012-06-08,1764756.31,1695286.2291459613,1532343.8782383965,1865158.5313683276,27,backtest
2012-06-15,1773500.56,1698170.9482034864,1521947.402195281,1872603.8573435084,27,backtest
2012-06-22,1837884.79,1737130.272336659,1580071.8098909808,1918941.321606289,27,backtest
2012-06-29,1842555.32,1779516.0848946297,1588380.576824029,1961482.588048418,27,backtest
2012-07-06,2062224.92,1815332.3354238006,1625577.8152277253,1987637.4427492716,27,backtest
2012-07-13,1755889.53,1740489.6007672981,1554281.9117041775,1916257.6232629945,27,backtest
2012-07-20,1730913.66,1644137.4743347268,1459700.5862199843,1808490.32393216,27,backtest
2012-07-27,1625883.71,1567353.473770473,1387345.2407364927,1748031.2976192771,27,backtest
2012-08-03,1705810.84,1569418.6535054639,1398638.774891557,1758015.710354209,27,backtest
2012-08-10,1720537.26,1643958.6102382736,1479666.8229719843,1819956.5268257563,27,backtest
2012-08-17,1735339.59,1699527.5476393006,1522449.8656341645,1884423.500340964,27,backtest
2012-08-24,1780443.36,1694901.0819909063,1527223.9558098516,1882243.5885046045,27,backtest
2012-08-31,1731935.43,1639605.364015735,1463693.2458868425,1816421.8812636845,27,backtest
2012-09-07,1840955.23,1750830.9834369808,1565782.668765321,1918184.7218966386,27,backtest
2012-09-14,1519604.5,1424492.013142417,1258477.727844733,1610431.2555027772,27,backtest
2012-09-21,1557485.75,1391689.4782949102,1211821.8734383264,1562321.0457657299,27,backtest
2012-09-28,1540687.63,1429874.031914791,1257783.1987542184,1615136.0456955326,27,backtest
2012-10-05,1591816.88,1512186.2015840465,1350532.4732934083,1695308.8944337775,27,backtest
2012-10-12,1660081.29,1514261.554177946,1345730.73607851,1675916.1869075152,27,backtest
2012-10-19,1620374.24,1523155.5318831261,1356156.538019548,1707416.8920638948,27,backtest
2012-10-26,1703047.74,1533789.304328347,1365432.3811436165,1708741.2819646203,27,backtest
2012-11-04,,1502829.9661127378,1338948.1755133143,1682395.2583713795,27,future
2012-11-11,,1651067.3332295585,1465596.8595075218,1832514.9947046118,27,future
2012-11-18,,1669719.9403624716,1486384.2238725375,1843578.524924753,27,future
2012-11-25,,1780677.3004218487,1607566.2387017587,1941873.8720285383,27,future
2012-12-02,,1912498.881962404,1722467.977231246,2081896.6659730237,27,future
2012-12-09,,2039680.9024345735,1858577.887150507,2213962.014669328,27,future
2012-12-16,,2092936.5719966027,1916101.105640526,2254787.9412230398,27,future
2012-12-23,,2001489.4676734488,1815266.8054842262,2169276.6546579013,27,future
2012-12-30,,1765825.1721060597,1593163.3155261145,1935234.5167136446,27,future
2013-01-06,,1485041.2615181913,1308235.2224882306,1660072.8252194978,27,future
2013-01-13,,1295451.4088191867,1114157.2199713269,1475230.6628290892,27,future
2013-01-20,,1266531.1364699327,1105130.910786705,1437701.204728279,27,future
