date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,1499496.67,1540180.9322717765,1399158.4919134458,1672395.9830733114,19,backtest
2012-02-17,1424720.27,1353793.46502981,1219648.0788172777,1485077.5752043116,19,backtest
2012-02-24,1352470.09,1366562.307365576,1233075.2554832005,1488822.91676776,19,backtest
2012-03-02,1308977.05,1383261.6199936063,1241876.3860650067,1519268.7700713007,19,backtest
2012-03-09,1358816.46,1370253.4722259005,1237219.1468699889,1498451.6294714473,19,backtest
2012-03-16,1312849.1,1346910.169141557,1218069.250013542,1480854.9189212862,19,backtest
2012-03-23,1342254.55,1348269.0681194616,1222922.284828499,1479750.4203346244,19,backtest
2012-03-30,1327139.35,1347941.5185216863,1220410.460177118,1485299.4688197486,19,backtest
2012-04-06,1631737.68,1419648.9547863898,1284791.9468789278,1545059.8027984127,19,backtest
2012-04-13,1365098.46,1458282.5085393726,1332078.8584721142,1588541.930260566,19,backtest
2012-04-20,1255087.26,1450193.9883455746,1318285.7966576966,1579804.3367318318,19,backtest
2012-04-27,1285897.24,1352436.5613801267,1223377.7658505603,1485818.2194006932,19,backtest
2012-05-04,1405007.44,1366575.4188667699,1233456.9231739256,1498590.9672698036,19,backtest
2012-05-11,1442873.22,1413107.4062679217,1283995.0948583332,1547579.9795564865,19,backtest
2012-05-18,1366937.1,1447814.5840091,1312018.2406174433,1579707.1928658707,19,backtest
2012-05-25,1485540.28,1457363.0184968496,1325146.8916708727,1593200.528968423,19,backtest
2012-06-01,1450733.29,1420383.756214356,1284291.713225284,1548800.9675204866,19,backtest
2012-06-08,1390122.11,1382147.265240296,1247121.1273013984,1514237.493185931,19,backtest
2012-06-15,1440263.15,1427730.5096484236,1302652.195522304,1566037.6544535942,19,backtest
2012-06-22,1468350.36,1471953.7110926835,1344727.3705421437,1608523.8439564952,19,backtest
2012-06-29,1379652.65,1443060.7924438505,1315943.1354652417,1572289.402572974,19,backtest
2012-07-06,1557120.44,1432145.4428198189,1305551.2556889886,1552086.6722623352,19,backtest
2012-07-13,1321741.35,1391027.6529431695,1250359.123827956,1519322.3471651254,19,backtest
2012-07-20,1317672.92,1372599.3339597182,1232499.0440553909,1496773.342311601,19,backtest
2012-07-27,1248915.43,1335106.0017502806,1206742.097510837,1472216.889828022,19,backtest
2012-08-03,1342123.78,1306870.7561418077,1172936.1108117155,1435377.7209221036,19,backtest
2012-08-10,1408907.89,1330601.7010258848,1196677.9489084408,1461731.7578835005,19,backtest
2012-08-17,1375101.26,1398538.7100359625,1272062.9418184354,1536167.425596949,19,backtest
2012-08-24,1544653.37,1484037.3759949857,1358898.4353724811,1614150.7500799452,19,backtest
2012-08-31,1542719.87,1529139.800035384,1396681.411483989,1654540.043181826,19,backtest
2012-09-07,1497073.82,1618579.8568753647,1488894.8367632932,1747254.707580488,19,backtest
2012-09-14,1370653.41,1342902.585850732,1209113.7723759154,1474292.7319124956,19,backtest
2012-09-21,1338572.29,1284796.4263300695,1159436.0156109403,1420758.0299327911,19,backtest
2012-09-28,1338299.02,1304564.0539145335,1178056.7305798805,1436254.6747593195,19,backtest
2012-10-05,1408016.1,1352901.5471501257,1219372.0646264385,1478782.5694734508,19,backtest
2012-10-12,1352809.5,1324846.506996596,1189608.1451361945,1458884.2319509152,19,backtest
2012-10-19,1321102.35,1318015.78016676,1185281.5785261395,1447447.9506377017,19,backtest
2012-10-26,1322117.96,1337554.2950343802,1201307.6440776454,1467491.8480624727,19,backtest
2012-11-04,,1402706.434132812,1268491.452344875,1531151.3366078394,19,future
2012-11-11,,1463394.9385347364,1330565.955382406,1594680.696147542,19,future
2012-11-18,,1488949.2027189564,1363751.1298982648,1613700.8437925968,19,future
2012-11-25,,1518420.9295491136,1390298.8488274112,1650782.120042238,19,future
2012-12-02,,1637991.8736117613,1515533.3333530757,1761075.1255873994,19,future
2012-12-09,,1832063.09084843,1701407.0013766454,1962696.3680340275,19,future
2012-12-16,,1959144.5901814294,1818121.45986467,2091675.8177614228,19,future
2012-12-23,,1876403.8377443464,1748855.6735803548,2007409.4976810568,19,future
2012-12-30,,1594726.0734083282,1471659.7713291473,1722186.3307259376,19,future
2013-01-06,,1289709.3962978867,1162754.6541963625,1418157.993718831,19,future
2013-01-13,,1146058.010521103,1020424.2989712293,1279827.4073820803,19,future
2013-01-20,,1196779.221541195,1067460.0165251032,1315899.1340600182,19,future
