date,actual_revenue,forecast_revenue,lower_ci,upper_ci,store,type
2012-02-10,1620603.92,1639632.8772736026,1500093.0616578648,1771438.8664256008,6,backtest
2012-02-17,1632616.09,1406836.972943903,1276295.3470551996,1531829.090453088,6,backtest
2012-02-24,1465187.71,1435428.8159822626,1297763.3500218992,1567394.94548774,6,backtest
2012-03-02,1550385.65,1465196.0031946118,1325683.178332687,1604134.9981647276,6,backtest
2012-03-09,1569304.4,1504716.1361849715,1358590.5453326313,1645765.1809025141,6,backtest
2012-03-16,1748010.29,1561456.2799674503,1419745.0601677014,1703699.7248816453,6,backtest
2012-03-23,1495143.62,1527760.9628579635,1381904.0644909358,1663622.235783093,6,backtest
2012-03-30,1508933.26,1510564.3233976243,1380697.7258386416,1649284.8227852485,6,backtest
2012-04-06,1840131.19,1510229.957438905,1374567.4835245314,1641050.2590714085,6,backtest
2012-04-13,1616394.45,1525773.0145854973,1389100.0106007776,1659998.1976956453,6,backtest
2012-04-20,1456073.24,1502936.0953436247,1362596.1477792165,1647552.9192637675,6,backtest
2012-04-27,1456221.1,1487485.0746792953,1354440.7225149446,1627242.9621979843,6,backtest
2012-05-04,1543461.12,1488604.8476730667,1357517.3829473695,1624953.4603151206,6,backtest
2012-05-11,1517075.67,1435899.694275394,1294440.6584157539,1576673.0712511733,6,backtest
2012-05-18,1513635.64,1452467.6930331665,1317965.9456872104,1585153.0739023543,6,backtest
2012-05-25,1603793.42,1566107.0049961912,1429364.9570819116,1704957.6849438008,6,backtest
2012-06-01,1681121.38,1607643.1820423368,1471003.9429765209,1748748.995066237,6,backtest
2012-06-08,1696619.52,1607198.1332540559,1471378.6179209477,1744068.8675118668,6,backtest
2012-06-15,1642247.48,1614923.2629552565,1479086.1442849378,1747173.309369825,6,backtest
2012-06-22,1618272.25,1610587.367213004,1463920.7078265417,1742223.125090243,6,backtest
2012-06-29,1648863.46,1664129.5702890414,1520435.2879123546,1798977.3795612073,6,backtest
2012-07-06,1876359.39,1585476.7573841303,1453212.5949001855,1723936.7697589556,6,backtest
2012-07-13,1588142.26,1524094.1716794674,1394494.4594582752,1672244.5300419496,6,backtest
2012-07-20,1574361.97,1486806.0591928218,1351836.3520550218,1627238.0152542365,6,backtest
2012-07-27,1513229.16,1478393.0733011356,1336641.440736632,1607861.018901947,6,backtest
2012-08-03,1627274.93,1471200.9619910049,1331338.6157641094,1616716.2136010274,6,backtest
2012-08-10,1588380.73,1448056.409270001,1316268.4939148044,1582190.025315179,6,backtest
2012-08-17,1543049.52,1435169.5447852344,1295116.5433371628,1566386.9183765717,6,backtest
2012-08-24,1501095.49,1341515.4967538991,1209119.7717788306,1474678.7025191397,6,backtest
2012-08-31,1577439.81,1335328.3078211206,1195114.202249115,1461514.9324243097,6,backtest
2012-09-07,1608077.01,1447703.4533979602,1311591.884883037,1590903.4270508,6,backtest
2012-09-14,1375166.86,1177264.972376295,1042704.8030328105,1310379.5504681969,6,backtest
2012-09-21,1425603.65,1143589.2510287475,1009874.1525627272,1278044.6667699062,6,backtest
2012-09-28,1369131.46,1265272.6639104101,1136270.204210645,1398133.3249700365,6,backtest
2012-10-05,1518177.71,1247361.915932323,1104995.7230408257,1399148.2074065895,6,backtest
2012-10-12,1459396.84,1242199.9634757857,1107969.5558046289,1381141.5699824921,6,backtest
2012-10-19,1436883.99,1282331.395415986,1139941.7212752434,1424833.3808450075,6,backtest
2012-10-26,1431426.34,1333662.8459782288,1197299.073188188,1464187.3187857645,6,backtest
2012-11-04,,1438041.454303856,1302138.8913456327,1574052.590509959,6,future
2012-11-11,,1548191.6921407382,1406241.0905936623,1692548.4116111868,6,future
2012-11-18,,1667295.7520653626,1531895.4991788082,1807520.5231838743,6,future
2012-11-25,,1766720.488298791,1623548.9156537508,1903760.1592678674,6,future
2012-12-02,,1891668.1060217284,1757919.8809727402,2034213.538596638,6,future
2012-12-09,,2045121.966536663,1913428.6159590853,2182305.6858667955,6,future
2012-12-16,,2149144.3627808,2013190.037866134,2272512.13035072,6,future
2012-12-23,,2094348.8554462923,1946698.282639385,2230803.8299582284,6,future
2012-12-30,,1855078.1932483397,1711098.553358017,1992630.364040224,6,future
2013-01-06,,1547088.3950720143,1422886.4650281898,1690899.9983999294,6,future
2013-01-13,,1348601.7305164794,1209253.942048142,1476973.9442075356,6,future
2013-01-20,,1349449.4394940173,1214278.0801653157,1489279.325473631,6,future
